ncessch,school_name,school_year,year_start,enrollment,is_interpolated,include
090192001879,Ddp - Simpson-Waverly School,2022-23,2022,,False,False
090192001879,Ddp - Simpson-Waverly School,2023-24,2023,,False,False
090192001879,Ddp - Simpson-Waverly School,2024-25,2024,,False,False
090192000006,Dr. Joseph Bellizzi Middle School,1986-87,1986,,False,False
090192000006,Dr. Joseph Bellizzi Middle School,1987-88,1987,,False,False
090192000006,Dr. Joseph Bellizzi Middle School,1988-89,1988,,False,False
090192000006,Dr. Joseph Bellizzi Middle School,1989-90,1989,,False,False
090192000006,Dr. Joseph Bellizzi Middle School,1990-91,1990,,False,False
090192000006,Dr. Joseph Bellizzi Middle School,1991-92,1991,519.0,False,False
090192000006,Dr. Joseph Bellizzi Middle School,1992-93,1992,605.0,False,False
090192000006,Dr. Joseph Bellizzi Middle School,1993-94,1993,612.0,False,False
090192000006,Dr. Joseph Bellizzi Middle School,1994-95,1994,478.0,False,False
090192000006,Dr. Joseph Bellizzi Middle School,1995-96,1995,531.0,False,False
090192000006,Dr. Joseph Bellizzi Middle School,1996-97,1996,648.0,False,False
090192000006,Dr. Joseph Bellizzi Middle School,1997-98,1997,743.0,False,False
090192000006,Dr. Joseph Bellizzi Middle School,1998-99,1998,699.0,False,False
090192000006,Dr. Joseph Bellizzi Middle School,1999-00,1999,721.0,False,False
090192000006,Dr. Joseph Bellizzi Middle School,2000-01,2000,710.0,False,False
090192000006,Dr. Joseph Bellizzi Middle School,2001-02,2001,694.0,False,False
090192000006,Dr. Joseph Bellizzi Middle School,2002-03,2002,737.0,False,False
090192000006,Dr. Joseph Bellizzi Middle School,2003-04,2003,710.0,False,False
090192000006,Dr. Joseph Bellizzi Middle School,2004-05,2004,744.0,False,False
090192000006,Dr. Joseph Bellizzi Middle School,2005-06,2005,699.0,False,False
090192000006,Dr. Joseph Bellizzi Middle School,2006-07,2006,523.0,False,False
090192000006,Dr. Joseph Bellizzi Middle School,2007-08,2007,447.0,False,False
090192000006,Dr. Joseph Bellizzi Middle School,2008-09,2008,428.0,False,False
090192000006,Dr. Joseph Bellizzi Middle School,2009-10,2009,436.0,False,False
090192000006,Dr. Joseph Bellizzi Middle School,2010-11,2010,296.0,False,False
090192000006,Dr. Joseph Bellizzi Middle School,2011-12,2011,146.0,False,False
090192000006,Dr. Joseph Bellizzi Middle School,2012-13,2012,57.0,False,False
090192000006,Dr. Joseph Bellizzi Middle School,2013-14,2013,,False,False
090192000006,Dr. Joseph Bellizzi Middle School,2014-15,2014,,False,False
090192000006,Dr. Joseph Bellizzi Middle School,2015-16,2015,,False,False
090192000006,Dr. Joseph Bellizzi Middle School,2016-17,2016,,False,False
090192000006,Dr. Joseph Bellizzi Middle School,2017-18,2017,,False,False
090192000006,Dr. Joseph Bellizzi Middle School,2018-19,2018,,False,False
090192000006,Dr. Joseph Bellizzi Middle School,2019-20,2019,,False,False
090192000006,Dr. Joseph Bellizzi Middle School,2020-21,2020,,False,False
090192000006,Dr. Joseph Bellizzi Middle School,2021-22,2021,,False,False
090192000006,Dr. Joseph Bellizzi Middle School,2022-23,2022,,False,False
090192000006,Dr. Joseph Bellizzi Middle School,2023-24,2023,,False,False
090192000006,Dr. Joseph Bellizzi Middle School,2024-25,2024,,False,False
090192000360,Dwight-Bellizzi Dual Language Academy,1986-87,1986,361.0,False,True
090192000360,Dwight-Bellizzi Dual Language Academy,1987-88,1987,365.0,False,True
090192000360,Dwight-Bellizzi Dual Language Academy,1988-89,1988,382.0,False,True
090192000360,Dwight-Bellizzi Dual Language Academy,1989-90,1989,413.0,False,True
090192000360,Dwight-Bellizzi Dual Language Academy,1990-91,1990,409.0,False,True
090192000360,Dwight-Bellizzi Dual Language Academy,1991-92,1991,468.0,False,True
090192000360,Dwight-Bellizzi Dual Language Academy,1992-93,1992,452.0,False,True
090192000360,Dwight-Bellizzi Dual Language Academy,1993-94,1993,498.0,False,True
090192000360,Dwight-Bellizzi Dual Language Academy,1994-95,1994,468.0,False,True
090192000360,Dwight-Bellizzi Dual Language Academy,1995-96,1995,529.0,False,True
090192000360,Dwight-Bellizzi Dual Language Academy,1996-97,1996,570.0,False,True
090192000360,Dwight-Bellizzi Dual Language Academy,1997-98,1997,537.0,False,True
090192000360,Dwight-Bellizzi Dual Language Academy,1998-99,1998,585.0,False,True
090192000360,Dwight-Bellizzi Dual Language Academy,1999-00,1999,534.0,False,True
090192000360,Dwight-Bellizzi Dual Language Academy,2000-01,2000,570.0,False,True
090192000360,Dwight-Bellizzi Dual Language Academy,2001-02,2001,531.0,False,True
090192000360,Dwight-Bellizzi Dual Language Academy,2002-03,2002,562.0,False,True
090192000360,Dwight-Bellizzi Dual Language Academy,2003-04,2003,545.0,False,True
090192000360,Dwight-Bellizzi Dual Language Academy,2004-05,2004,520.0,False,True
090192000360,Dwight-Bellizzi Dual Language Academy,2005-06,2005,577.0,False,True
090192000360,Dwight-Bellizzi Dual Language Academy,2006-07,2006,429.0,False,True
090192000360,Dwight-Bellizzi Dual Language Academy,2007-08,2007,434.0,False,True
090192000360,Dwight-Bellizzi Dual Language Academy,2008-09,2008,355.0,False,True
090192000360,Dwight-Bellizzi Dual Language Academy,2009-10,2009,328.0,False,True
090192000360,Dwight-Bellizzi Dual Language Academy,2010-11,2010,339.0,False,True
090192000360,Dwight-Bellizzi Dual Language Academy,2011-12,2011,450.0,False,True
090192000360,Dwight-Bellizzi Dual Language Academy,2012-13,2012,556.0,False,True
090192000360,Dwight-Bellizzi Dual Language Academy,2013-14,2013,635.0,False,True
090192000360,Dwight-Bellizzi Dual Language Academy,2014-15,2014,662.0,False,True
090192000360,Dwight-Bellizzi Dual Language Academy,2015-16,2015,649.0,False,True
090192000360,Dwight-Bellizzi Dual Language Academy,2016-17,2016,634.0,False,True
090192000360,Dwight-Bellizzi Dual Language Academy,2017-18,2017,623.0,False,True
090192000360,Dwight-Bellizzi Dual Language Academy,2018-19,2018,596.0,False,True
090192000360,Dwight-Bellizzi Dual Language Academy,2019-20,2019,555.0,False,True
090192000360,Dwight-Bellizzi Dual Language Academy,2020-21,2020,566.0,False,True
090192000360,Dwight-Bellizzi Dual Language Academy,2021-22,2021,594.0,False,True
090192000360,Dwight-Bellizzi Dual Language Academy,2022-23,2022,626.0,False,True
090192000360,Dwight-Bellizzi Dual Language Academy,2023-24,2023,643.0,False,True
090192000360,Dwight-Bellizzi Dual Language Academy,2024-25,2024,651.0,False,True
090192000366,Environmental Sciences Magnet At Hooker School,1986-87,1986,859.0,False,True
090192000366,Environmental Sciences Magnet At Hooker School,1987-88,1987,936.0,False,True
090192000366,Environmental Sciences Magnet At Hooker School,1988-89,1988,1002.0,False,True
090192000366,Environmental Sciences Magnet At Hooker School,1989-90,1989,1030.0,False,True
090192000366,Environmental Sciences Magnet At Hooker School,1990-91,1990,1023.0,False,True
090192000366,Environmental Sciences Magnet At Hooker School,1991-92,1991,712.0,False,True
090192000366,Environmental Sciences Magnet At Hooker School,1992-93,1992,719.0,False,True
090192000366,Environmental Sciences Magnet At Hooker School,1993-94,1993,696.0,False,True
090192000366,Environmental Sciences Magnet At Hooker School,1994-95,1994,779.0,False,True
090192000366,Environmental Sciences Magnet At Hooker School,1995-96,1995,646.0,False,True
090192000366,Environmental Sciences Magnet At Hooker School,1996-97,1996,433.0,False,True
090192000366,Environmental Sciences Magnet At Hooker School,1997-98,1997,344.0,False,True
090192000366,Environmental Sciences Magnet At Hooker School,1998-99,1998,279.0,False,True
090192000366,Environmental Sciences Magnet At Hooker School,1999-00,1999,251.0,False,True
090192000366,Environmental Sciences Magnet At Hooker School,2000-01,2000,248.0,False,True
090192000366,Environmental Sciences Magnet At Hooker School,2001-02,2001,213.0,False,True
090192000366,Environmental Sciences Magnet At Hooker School,2002-03,2002,255.0,False,True
090192000366,Environmental Sciences Magnet At Hooker School,2003-04,2003,301.0,False,True
090192000366,Environmental Sciences Magnet At Hooker School,2004-05,2004,318.0,False,True
090192000366,Environmental Sciences Magnet At Hooker School,2005-06,2005,345.0,False,True
090192000366,Environmental Sciences Magnet At Hooker School,2006-07,2006,402.0,False,True
090192000366,Environmental Sciences Magnet At Hooker School,2007-08,2007,403.0,False,True
090192000366,Environmental Sciences Magnet At Hooker School,2008-09,2008,407.0,False,True
090192000366,Environmental Sciences Magnet At Hooker School,2009-10,2009,345.0,False,True
090192000366,Environmental Sciences Magnet At Hooker School,2010-11,2010,275.0,False,True
090192000366,Environmental Sciences Magnet At Hooker School,2011-12,2011,358.0,False,True
090192000366,Environmental Sciences Magnet At Hooker School,2012-13,2012,570.0,False,True
090192000366,Environmental Sciences Magnet At Hooker School,2013-14,2013,596.0,False,True
090192000366,Environmental Sciences Magnet At Hooker School,2014-15,2014,607.0,False,True
090192000366,Environmental Sciences Magnet At Hooker School,2015-16,2015,613.0,False,True
090192000366,Environmental Sciences Magnet At Hooker School,2016-17,2016,610.0,False,True
090192000366,Environmental Sciences Magnet At Hooker School,2017-18,2017,613.0,False,True
090192000366,Environmental Sciences Magnet At Hooker School,2018-19,2018,607.0,False,True
090192000366,Environmental Sciences Magnet At Hooker School,2019-20,2019,606.0,False,True
090192000366,Environmental Sciences Magnet At Hooker School,2020-21,2020,573.0,False,True
090192000366,Environmental Sciences Magnet At Hooker School,2021-22,2021,552.0,False,True
090192000366,Environmental Sciences Magnet At Hooker School,2022-23,2022,556.0,False,True
090192000366,Environmental Sciences Magnet At Hooker School,2023-24,2023,567.0,False,True
090192000366,Environmental Sciences Magnet At Hooker School,2024-25,2024,547.0,False,True
090192000636,Expeditionary Learning Academy At Moylan School,1986-87,1986,,False,False
090192000636,Expeditionary Learning Academy At Moylan School,1987-88,1987,,False,False
090192000636,Expeditionary Learning Academy At Moylan School,1988-89,1988,,False,False
090192000636,Expeditionary Learning Academy At Moylan School,1989-90,1989,,False,False
090192000636,Expeditionary Learning Academy At Moylan School,1990-91,1990,,False,False
090192000636,Expeditionary Learning Academy At Moylan School,1991-92,1991,,False,False
090192000636,Expeditionary Learning Academy At Moylan School,1992-93,1992,,False,False
090192000636,Expeditionary Learning Academy At Moylan School,1993-94,1993,,False,False
090192000636,Expeditionary Learning Academy At Moylan School,1994-95,1994,,False,False
090192000636,Expeditionary Learning Academy At Moylan School,1995-96,1995,,False,False
090192000636,Expeditionary Learning Academy At Moylan School,1996-97,1996,,False,False
090192000636,Expeditionary Learning Academy At Moylan School,1997-98,1997,848.0,False,False
090192000636,Expeditionary Learning Academy At Moylan School,1998-99,1998,768.0,False,False
090192000636,Expeditionary Learning Academy At Moylan School,1999-00,1999,617.0,False,False
090192000636,Expeditionary Learning Academy At Moylan School,2000-01,2000,631.0,False,False
090192000636,Expeditionary Learning Academy At Moylan School,2001-02,2001,573.0,False,False
090192000636,Expeditionary Learning Academy At Moylan School,2002-03,2002,565.0,False,False
090192000636,Expeditionary Learning Academy At Moylan School,2003-04,2003,506.0,False,False
090192000636,Expeditionary Learning Academy At Moylan School,2004-05,2004,540.0,False,False
090192000636,Expeditionary Learning Academy At Moylan School,2005-06,2005,581.0,False,False
090192000636,Expeditionary Learning Academy At Moylan School,2006-07,2006,583.0,False,False
090192000636,Expeditionary Learning Academy At Moylan School,2007-08,2007,598.0,False,False
090192000636,Expeditionary Learning Academy At Moylan School,2008-09,2008,537.0,False,False
090192000636,Expeditionary Learning Academy At Moylan School,2009-10,2009,610.0,False,False
090192000636,Expeditionary Learning Academy At Moylan School,2010-11,2010,682.0,False,False
090192000636,Expeditionary Learning Academy At Moylan School,2011-12,2011,750.0,False,False
090192000636,Expeditionary Learning Academy At Moylan School,2012-13,2012,704.0,False,False
090192000636,Expeditionary Learning Academy At Moylan School,2013-14,2013,594.0,False,False
090192000636,Expeditionary Learning Academy At Moylan School,2014-15,2014,577.0,False,False
090192000636,Expeditionary Learning Academy At Moylan School,2015-16,2015,532.0,False,False
090192000636,Expeditionary Learning Academy At Moylan School,2016-17,2016,501.0,False,False
090192000636,Expeditionary Learning Academy At Moylan School,2017-18,2017,474.0,False,False
090192000636,Expeditionary Learning Academy At Moylan School,2018-19,2018,551.0,False,False
090192000636,Expeditionary Learning Academy At Moylan School,2019-20,2019,510.0,False,False
090192000636,Expeditionary Learning Academy At Moylan School,2020-21,2020,416.0,False,False
090192000636,Expeditionary Learning Academy At Moylan School,2021-22,2021,363.0,False,False
090192000636,Expeditionary Learning Academy At Moylan School,2022-23,2022,360.0,False,False
090192000636,Expeditionary Learning Academy At Moylan School,2023-24,2023,379.0,False,False
090192000636,Expeditionary Learning Academy At Moylan School,2024-25,2024,342.0,False,False
090192000363,Fox Middle School,1986-87,1986,1021.0,False,False
090192000363,Fox Middle School,1987-88,1987,991.0,False,False
090192000363,Fox Middle School,1988-89,1988,966.0,False,False
090192000363,Fox Middle School,1989-90,1989,942.0,False,False
090192000363,Fox Middle School,1990-91,1990,1009.0,False,False
090192000363,Fox Middle School,1991-92,1991,1132.0,False,False
090192000363,Fox Middle School,1992-93,1992,1101.0,False,False
090192000363,Fox Middle School,1993-94,1993,1110.0,False,False
090192000363,Fox Middle School,1994-95,1994,1011.0,False,False
090192000363,Fox Middle School,1995-96,1995,982.0,False,False
090192000363,Fox Middle School,1996-97,1996,1076.0,False,False
090192000363,Fox Middle School,1997-98,1997,996.0,False,False
090192000363,Fox Middle School,1998-99,1998,899.0,False,False
090192000363,Fox Middle School,1999-00,1999,836.0,False,False
090192000363,Fox Middle School,2000-01,2000,848.0,False,False
090192000363,Fox Middle School,2001-02,2001,787.0,False,False
090192000363,Fox Middle School,2002-03,2002,778.0,False,False
090192000363,Fox Middle School,2003-04,2003,800.0,False,False
090192000363,Fox Middle School,2004-05,2004,796.0,False,False
090192000363,Fox Middle School,2005-06,2005,761.0,False,False
090192000363,Fox Middle School,2006-07,2006,596.0,False,False
090192000363,Fox Middle School,2007-08,2007,461.0,False,False
090192000363,Fox Middle School,2008-09,2008,163.0,False,False
090192000363,Fox Middle School,2009-10,2009,,False,False
090192000363,Fox Middle School,2010-11,2010,,False,False
090192000363,Fox Middle School,2011-12,2011,,False,False
090192000363,Fox Middle School,2012-13,2012,,False,False
090192000363,Fox Middle School,2013-14,2013,,False,False
090192000363,Fox Middle School,2014-15,2014,,False,False
090192000363,Fox Middle School,2015-16,2015,,False,False
090192000363,Fox Middle School,2016-17,2016,,False,False
090192000363,Fox Middle School,2017-18,2017,,False,False
090192000363,Fox Middle School,2018-19,2018,,False,False
090192000363,Fox Middle School,2019-20,2019,,False,False
090192000363,Fox Middle School,2020-21,2020,,False,False
090192000363,Fox Middle School,2021-22,2021,,False,False
090192000363,Fox Middle School,2022-23,2022,,False,False
090192000363,Fox Middle School,2023-24,2023,,False,False
090192000363,Fox Middle School,2024-25,2024,,False,False
090192001535,Global Communications Academy,1986-87,1986,,False,False
090192001535,Global Communications Academy,1987-88,1987,,False,False
090192001535,Global Communications Academy,1988-89,1988,,False,False
090192001535,Global Communications Academy,1989-90,1989,,False,False
090192001535,Global Communications Academy,1990-91,1990,,False,False
090192001535,Global Communications Academy,1991-92,1991,,False,False
090192001535,Global Communications Academy,1992-93,1992,,False,False
090192001535,Global Communications Academy,1993-94,1993,,False,False
090192001535,Global Communications Academy,1994-95,1994,,False,False
090192001535,Global Communications Academy,1995-96,1995,,False,False
090192001535,Global Communications Academy,1996-97,1996,,False,False
090192001535,Global Communications Academy,1997-98,1997,,False,False
090192001535,Global Communications Academy,1998-99,1998,,False,False
090192001535,Global Communications Academy,1999-00,1999,,False,False
090192001535,Global Communications Academy,2000-01,2000,,False,False
090192001535,Global Communications Academy,2001-02,2001,,False,False
090192001535,Global Communications Academy,2002-03,2002,,False,False
090192001535,Global Communications Academy,2003-04,2003,,False,False
090192001535,Global Communications Academy,2004-05,2004,,False,False
090192001535,Global Communications Academy,2005-06,2005,,False,False
090192001535,Global Communications Academy,2006-07,2006,,False,False
090192001535,Global Communications Academy,2007-08,2007,,False,False
090192001535,Global Communications Academy,2008-09,2008,208.0,False,False
090192001535,Global Communications Academy,2009-10,2009,376.0,False,False
090192001535,Global Communications Academy,2010-11,2010,373.0,False,False
090192001535,Global Communications Academy,2011-12,2011,417.0,False,False
090192001535,Global Communications Academy,2012-13,2012,420.0,False,False
090192001535,Global Communications Academy,2013-14,2013,492.0,False,False
090192001535,Global Communications Academy,2014-15,2014,621.0,False,False
090192001535,Global Communications Academy,2015-16,2015,661.0,False,False
090192001535,Global Communications Academy,2016-17,2016,617.0,False,False
090192001535,Global Communications Academy,2017-18,2017,629.0,False,False
090192001535,Global Communications Academy,2018-19,2018,599.0,False,False
090192001535,Global Communications Academy,2019-20,2019,583.0,False,False
090192001535,Global Communications Academy,2020-21,2020,438.0,False,False
090192001535,Global Communications Academy,2021-22,2021,431.0,False,False
090192001535,Global Communications Academy,2022-23,2022,444.0,False,False
090192001535,Global Communications Academy,2023-24,2023,437.0,False,False
090192001535,Global Communications Academy,2024-25,2024,414.0,False,False
090192001403,Great Path Academy At Ct State Manchester,1986-87,1986,,False,False
090192001403,Great Path Academy At Ct State Manchester,1987-88,1987,,False,False
090192001403,Great Path Academy At Ct State Manchester,1988-89,1988,,False,False
090192001403,Great Path Academy At Ct State Manchester,1989-90,1989,,False,False
090192001403,Great Path Academy At Ct State Manchester,1990-91,1990,,False,False
090192001403,Great Path Academy At Ct State Manchester,1991-92,1991,,False,False
090192001403,Great Path Academy At Ct State Manchester,1992-93,1992,,False,False
090192001403,Great Path Academy At Ct State Manchester,1993-94,1993,,False,False
090192001403,Great Path Academy At Ct State Manchester,1994-95,1994,,False,False
090192001403,Great Path Academy At Ct State Manchester,1995-96,1995,,False,False
090192001403,Great Path Academy At Ct State Manchester,1996-97,1996,,False,False
090192001403,Great Path Academy At Ct State Manchester,1997-98,1997,,False,False
090192001403,Great Path Academy At Ct State Manchester,1998-99,1998,,False,False
090192001403,Great Path Academy At Ct State Manchester,1999-00,1999,,False,False
090192001403,Great Path Academy At Ct State Manchester,2000-01,2000,,False,False
090192001403,Great Path Academy At Ct State Manchester,2001-02,2001,,False,False
090192001403,Great Path Academy At Ct State Manchester,2002-03,2002,,False,False
090192001403,Great Path Academy At Ct State Manchester,2003-04,2003,,False,False
090192001403,Great Path Academy At Ct State Manchester,2004-05,2004,,False,False
090192001403,Great Path Academy At Ct State Manchester,2005-06,2005,,False,False
090192001403,Great Path Academy At Ct State Manchester,2006-07,2006,,False,False
090192001403,Great Path Academy At Ct State Manchester,2007-08,2007,,False,False
090192001403,Great Path Academy At Ct State Manchester,2008-09,2008,,False,False
090192001403,Great Path Academy At Ct State Manchester,2009-10,2009,,False,False
090192001403,Great Path Academy At Ct State Manchester,2010-11,2010,,False,False
090192001403,Great Path Academy At Ct State Manchester,2011-12,2011,,False,False
090192001403,Great Path Academy At Ct State Manchester,2012-13,2012,274.0,False,False
090192001403,Great Path Academy At Ct State Manchester,2013-14,2013,249.0,False,False
090192001403,Great Path Academy At Ct State Manchester,2014-15,2014,256.0,False,False
090192001403,Great Path Academy At Ct State Manchester,2015-16,2015,268.0,False,False
090192001403,Great Path Academy At Ct State Manchester,2016-17,2016,272.0,False,False
090192001403,Great Path Academy At Ct State Manchester,2017-18,2017,320.0,False,False
090192001403,Great Path Academy At Ct State Manchester,2018-19,2018,326.0,False,False
090192001403,Great Path Academy At Ct State Manchester,2019-20,2019,320.0,False,False
090192001403,Great Path Academy At Ct State Manchester,2020-21,2020,308.0,False,False
090192001403,Great Path Academy At Ct State Manchester,2021-22,2021,310.0,False,False
090192001403,Great Path Academy At Ct State Manchester,2022-23,2022,313.0,False,False
090192001403,Great Path Academy At Ct State Manchester,2023-24,2023,303.0,False,False
090192001403,Great Path Academy At Ct State Manchester,2024-25,2024,336.0,False,False
090192001295,Hartford Magnet Trinity College Academy,1986-87,1986,,False,False
090192001295,Hartford Magnet Trinity College Academy,1987-88,1987,,False,False
090192001295,Hartford Magnet Trinity College Academy,1988-89,1988,,False,False
090192001295,Hartford Magnet Trinity College Academy,1989-90,1989,,False,False
090192001295,Hartford Magnet Trinity College Academy,1990-91,1990,,False,False
090192001295,Hartford Magnet Trinity College Academy,1991-92,1991,,False,False
090192001295,Hartford Magnet Trinity College Academy,1992-93,1992,,False,False
090192001295,Hartford Magnet Trinity College Academy,1993-94,1993,,False,False
090192001295,Hartford Magnet Trinity College Academy,1994-95,1994,,False,False
090192001295,Hartford Magnet Trinity College Academy,1995-96,1995,,False,False
090192001295,Hartford Magnet Trinity College Academy,1996-97,1996,,False,False
090192001295,Hartford Magnet Trinity College Academy,1997-98,1997,,False,False
090192001295,Hartford Magnet Trinity College Academy,1998-99,1998,,False,False
090192001295,Hartford Magnet Trinity College Academy,1999-00,1999,,False,False
090192001295,Hartford Magnet Trinity College Academy,2000-01,2000,183.0,False,False
090192001295,Hartford Magnet Trinity College Academy,2001-02,2001,352.0,False,False
090192001295,Hartford Magnet Trinity College Academy,2002-03,2002,562.0,False,False
090192001295,Hartford Magnet Trinity College Academy,2003-04,2003,591.0,False,False
090192001295,Hartford Magnet Trinity College Academy,2004-05,2004,600.0,False,False
090192001295,Hartford Magnet Trinity College Academy,2005-06,2005,572.0,False,False
090192001295,Hartford Magnet Trinity College Academy,2006-07,2006,606.0,False,False
090192001295,Hartford Magnet Trinity College Academy,2007-08,2007,602.0,False,False
090192001295,Hartford Magnet Trinity College Academy,2008-09,2008,613.0,False,False
090192001295,Hartford Magnet Trinity College Academy,2009-10,2009,611.0,False,False
090192001295,Hartford Magnet Trinity College Academy,2010-11,2010,611.0,False,False
090192001295,Hartford Magnet Trinity College Academy,2011-12,2011,715.0,False,False
090192001295,Hartford Magnet Trinity College Academy,2012-13,2012,820.0,False,False
090192001295,Hartford Magnet Trinity College Academy,2013-14,2013,918.0,False,False
090192001295,Hartford Magnet Trinity College Academy,2014-15,2014,1001.0,False,False
090192001295,Hartford Magnet Trinity College Academy,2015-16,2015,1022.0,False,False
090192001295,Hartford Magnet Trinity College Academy,2016-17,2016,1024.0,False,False
090192001295,Hartford Magnet Trinity College Academy,2017-18,2017,1069.0,False,False
090192001295,Hartford Magnet Trinity College Academy,2018-19,2018,1057.0,False,False
090192001295,Hartford Magnet Trinity College Academy,2019-20,2019,1046.0,False,False
090192001295,Hartford Magnet Trinity College Academy,2020-21,2020,1026.0,False,False
090192001295,Hartford Magnet Trinity College Academy,2021-22,2021,979.0,False,False
090192001295,Hartford Magnet Trinity College Academy,2022-23,2022,963.0,False,False
090192001295,Hartford Magnet Trinity College Academy,2023-24,2023,934.0,False,False
090192001295,Hartford Magnet Trinity College Academy,2024-25,2024,925.0,False,False
090192001643,Hartford Prekindergarten Magnet School: North Campus,1986-87,1986,,False,False
090192001643,Hartford Prekindergarten Magnet School: North Campus,1987-88,1987,,False,False
090192001643,Hartford Prekindergarten Magnet School: North Campus,1988-89,1988,,False,False
090192001643,Hartford Prekindergarten Magnet School: North Campus,1989-90,1989,,False,False
090192001643,Hartford Prekindergarten Magnet School: North Campus,1990-91,1990,,False,False
090192001643,Hartford Prekindergarten Magnet School: North Campus,1991-92,1991,,False,False
090192001643,Hartford Prekindergarten Magnet School: North Campus,1992-93,1992,,False,False
090192001643,Hartford Prekindergarten Magnet School: North Campus,1993-94,1993,,False,False
090192001643,Hartford Prekindergarten Magnet School: North Campus,1994-95,1994,,False,False
090192001643,Hartford Prekindergarten Magnet School: North Campus,1995-96,1995,,False,False
090192001643,Hartford Prekindergarten Magnet School: North Campus,1996-97,1996,,False,False
090192001643,Hartford Prekindergarten Magnet School: North Campus,1997-98,1997,,False,False
090192001643,Hartford Prekindergarten Magnet School: North Campus,1998-99,1998,,False,False
090192001643,Hartford Prekindergarten Magnet School: North Campus,1999-00,1999,,False,False
090192001643,Hartford Prekindergarten Magnet School: North Campus,2000-01,2000,,False,False
090192001643,Hartford Prekindergarten Magnet School: North Campus,2001-02,2001,,False,False
090192001643,Hartford Prekindergarten Magnet School: North Campus,2002-03,2002,,False,False
090192001643,Hartford Prekindergarten Magnet School: North Campus,2003-04,2003,,False,False
090192001643,Hartford Prekindergarten Magnet School: North Campus,2004-05,2004,,False,False
090192001643,Hartford Prekindergarten Magnet School: North Campus,2005-06,2005,,False,False
090192001643,Hartford Prekindergarten Magnet School: North Campus,2006-07,2006,,False,False
090192001643,Hartford Prekindergarten Magnet School: North Campus,2007-08,2007,,False,False
090192001643,Hartford Prekindergarten Magnet School: North Campus,2008-09,2008,,False,False
090192001643,Hartford Prekindergarten Magnet School: North Campus,2009-10,2009,,False,False
090192001643,Hartford Prekindergarten Magnet School: North Campus,2010-11,2010,,False,False
090192001643,Hartford Prekindergarten Magnet School: North Campus,2011-12,2011,,False,False
090192001643,Hartford Prekindergarten Magnet School: North Campus,2012-13,2012,,False,False
090192001643,Hartford Prekindergarten Magnet School: North Campus,2013-14,2013,120.0,False,False
090192001643,Hartford Prekindergarten Magnet School: North Campus,2014-15,2014,144.0,False,False
090192001643,Hartford Prekindergarten Magnet School: North Campus,2015-16,2015,143.0,False,False
090192001643,Hartford Prekindergarten Magnet School: North Campus,2016-17,2016,157.0,False,False
090192001643,Hartford Prekindergarten Magnet School: North Campus,2017-18,2017,156.0,False,False
090192001643,Hartford Prekindergarten Magnet School: North Campus,2018-19,2018,151.0,False,False
090192001643,Hartford Prekindergarten Magnet School: North Campus,2019-20,2019,161.0,False,False
090192001643,Hartford Prekindergarten Magnet School: North Campus,2020-21,2020,180.0,False,False
090192001643,Hartford Prekindergarten Magnet School: North Campus,2021-22,2021,189.0,False,False
090192001643,Hartford Prekindergarten Magnet School: North Campus,2022-23,2022,80.0,False,False
090192001643,Hartford Prekindergarten Magnet School: North Campus,2023-24,2023,119.0,False,False
090192001643,Hartford Prekindergarten Magnet School: North Campus,2024-25,2024,115.0,False,False
090192011231,Hartford Prekindergarten Magnet School: South Campus,1986-87,1986,,False,False
090192011231,Hartford Prekindergarten Magnet School: South Campus,1987-88,1987,,False,False
090192011231,Hartford Prekindergarten Magnet School: South Campus,1988-89,1988,,False,False
090192011231,Hartford Prekindergarten Magnet School: South Campus,1989-90,1989,,False,False
090192011231,Hartford Prekindergarten Magnet School: South Campus,1990-91,1990,,False,False
090192011231,Hartford Prekindergarten Magnet School: South Campus,1991-92,1991,,False,False
090192011231,Hartford Prekindergarten Magnet School: South Campus,1992-93,1992,,False,False
090192011231,Hartford Prekindergarten Magnet School: South Campus,1993-94,1993,,False,False
090192011231,Hartford Prekindergarten Magnet School: South Campus,1994-95,1994,,False,False
090192011231,Hartford Prekindergarten Magnet School: South Campus,1995-96,1995,,False,False
090192011231,Hartford Prekindergarten Magnet School: South Campus,1996-97,1996,,False,False
090192011231,Hartford Prekindergarten Magnet School: South Campus,1997-98,1997,,False,False
090192011231,Hartford Prekindergarten Magnet School: South Campus,1998-99,1998,,False,False
090192011231,Hartford Prekindergarten Magnet School: South Campus,1999-00,1999,,False,False
090192011231,Hartford Prekindergarten Magnet School: South Campus,2000-01,2000,,False,False
090192011231,Hartford Prekindergarten Magnet School: South Campus,2001-02,2001,,False,False
090192011231,Hartford Prekindergarten Magnet School: South Campus,2002-03,2002,,False,False
090192011231,Hartford Prekindergarten Magnet School: South Campus,2003-04,2003,,False,False
090192011231,Hartford Prekindergarten Magnet School: South Campus,2004-05,2004,,False,False
090192011231,Hartford Prekindergarten Magnet School: South Campus,2005-06,2005,,False,False
090192011231,Hartford Prekindergarten Magnet School: South Campus,2006-07,2006,,False,False
090192011231,Hartford Prekindergarten Magnet School: South Campus,2007-08,2007,,False,False
090192011231,Hartford Prekindergarten Magnet School: South Campus,2008-09,2008,,False,False
090192011231,Hartford Prekindergarten Magnet School: South Campus,2009-10,2009,,False,False
090192011231,Hartford Prekindergarten Magnet School: South Campus,2010-11,2010,,False,False
