ncessch,school_name,school_year,year_start,enrollment,is_interpolated
090192000369,M. L. King Jr. Middle School,1988-89,1988,1115.0,False
090192000369,M. L. King Jr. Middle School,1989-90,1989,1140.0,False
090192000369,M. L. King Jr. Middle School,1990-91,1990,1137.0,False
090192000369,M. L. King Jr. Middle School,1991-92,1991,1082.0,False
090192000369,M. L. King Jr. Middle School,1992-93,1992,1060.0,False
090192000369,M. L. King Jr. Middle School,1993-94,1993,919.0,False
090192000369,M. L. King Jr. Middle School,1994-95,1994,822.0,False
090192000369,M. L. King Jr. Middle School,1995-96,1995,800.0,False
090192000369,M. L. King Jr. Middle School,1996-97,1996,791.0,False
090192000369,M. L. King Jr. Middle School,1997-98,1997,758.0,False
090192000369,M. L. King Jr. Middle School,1998-99,1998,663.0,False
090192000369,M. L. King Jr. Middle School,1999-00,1999,781.0,False
090192000369,M. L. King Jr. Middle School,2000-01,2000,759.0,False
090192000369,M. L. King Jr. Middle School,2001-02,2001,732.0,False
090192000369,M. L. King Jr. Middle School,2002-03,2002,755.0,False
090192000369,M. L. King Jr. Middle School,2003-04,2003,771.0,False
090192000369,M. L. King Jr. Middle School,2004-05,2004,729.0,False
090192000369,M. L. King Jr. Middle School,2005-06,2005,792.0,False
090192000369,M. L. King Jr. Middle School,2006-07,2006,665.0,False
090192000369,M. L. King Jr. Middle School,2007-08,2007,600.0,False
090192000369,M. L. King Jr. Middle School,2008-09,2008,522.0,False
090192000369,M. L. King Jr. Middle School,2009-10,2009,513.0,False
090192000369,M. L. King Jr. Middle School,2010-11,2010,469.0,False
090192000369,M. L. King Jr. Middle School,2011-12,2011,407.0,False
090192000369,M. L. King Jr. Middle School,2012-13,2012,383.0,False
090192000369,M. L. King Jr. Middle School,2013-14,2013,316.0,False
090192000369,M. L. King Jr. Middle School,2014-15,2014,329.0,False
090192000369,M. L. King Jr. Middle School,2015-16,2015,356.0,False
090192000369,M. L. King Jr. Middle School,2016-17,2016,294.0,False
090192000369,M. L. King Jr. Middle School,2017-18,2017,236.0,False
090192000369,M. L. King Jr. Middle School,2018-19,2018,182.0,False
090192000369,M. L. King Jr. Middle School,2019-20,2019,169.0,False
090192000369,M. L. King Jr. Middle School,2020-21,2020,274.0,False
090192000369,M. L. King Jr. Middle School,2021-22,2021,215.0,False
090192000369,M. L. King Jr. Middle School,2022-23,2022,203.0,False
090192000369,M. L. King Jr. Middle School,2023-24,2023,187.0,False
090192000369,M. L. King Jr. Middle School,2024-25,2024,184.0,False
090192000371,Mcdonough Middle School,1986-87,1986,648.0,False
090192000371,Mcdonough Middle School,1987-88,1987,686.0,False
090192000371,Mcdonough Middle School,1988-89,1988,768.0,False
090192000371,Mcdonough Middle School,1989-90,1989,795.0,False
090192000371,Mcdonough Middle School,1990-91,1990,852.0,False
090192000371,Mcdonough Middle School,1991-92,1991,869.0,False
090192000371,Mcdonough Middle School,1992-93,1992,831.0,False
090192000371,Mcdonough Middle School,1993-94,1993,781.0,False
090192000371,Mcdonough Middle School,1994-95,1994,769.0,False
090192000371,Mcdonough Middle School,1995-96,1995,795.0,False
090192000371,Mcdonough Middle School,1996-97,1996,818.0,False
090192000371,Mcdonough Middle School,1997-98,1997,594.0,True
090192000371,Mcdonough Middle School,1998-99,1998,594.0,True
090192000371,Mcdonough Middle School,1999-00,1999,371.0,False
090192000371,Mcdonough Middle School,2000-01,2000,391.0,False
090192000371,Mcdonough Middle School,2001-02,2001,559.0,False
090192000371,Mcdonough Middle School,2002-03,2002,543.0,False
090192000371,Mcdonough Middle School,2003-04,2003,539.0,False
090192000371,Mcdonough Middle School,2004-05,2004,491.0,False
090192000371,Mcdonough Middle School,2005-06,2005,504.0,False
090192000371,Mcdonough Middle School,2006-07,2006,464.0,False
090192000371,Mcdonough Middle School,2007-08,2007,441.0,False
090192000371,Mcdonough Middle School,2008-09,2008,396.0,False
090192000371,Mcdonough Middle School,2009-10,2009,358.0,False
090192000371,Mcdonough Middle School,2010-11,2010,422.0,False
090192000371,Mcdonough Middle School,2011-12,2011,453.0,False
090192000371,Mcdonough Middle School,2012-13,2012,385.0,False
090192000371,Mcdonough Middle School,2013-14,2013,291.0,False
090192000371,Mcdonough Middle School,2014-15,2014,252.0,False
090192000371,Mcdonough Middle School,2015-16,2015,239.0,False
090192000371,Mcdonough Middle School,2016-17,2016,261.0,False
090192000371,Mcdonough Middle School,2017-18,2017,237.0,False
090192000371,Mcdonough Middle School,2018-19,2018,294.0,False
090192000371,Mcdonough Middle School,2019-20,2019,391.0,False
090192000371,Mcdonough Middle School,2020-21,2020,345.0,False
090192000371,Mcdonough Middle School,2021-22,2021,316.0,False
090192000371,Mcdonough Middle School,2022-23,2022,317.0,False
090192000371,Mcdonough Middle School,2023-24,2023,346.0,False
090192000371,Mcdonough Middle School,2024-25,2024,301.0,False
090192000381,Milner Middle School,1986-87,1986,694.0,False
090192000381,Milner Middle School,1987-88,1987,751.0,False
090192000381,Milner Middle School,1988-89,1988,701.0,False
090192000381,Milner Middle School,1989-90,1989,732.0,False
090192000381,Milner Middle School,1990-91,1990,646.0,False
090192000381,Milner Middle School,1991-92,1991,743.0,False
090192000381,Milner Middle School,1992-93,1992,672.0,False
090192000381,Milner Middle School,1993-94,1993,658.0,False
090192000381,Milner Middle School,1994-95,1994,657.0,False
090192000381,Milner Middle School,1995-96,1995,598.0,False
090192000381,Milner Middle School,1996-97,1996,573.0,False
090192000381,Milner Middle School,1997-98,1997,549.0,False
090192000381,Milner Middle School,1998-99,1998,552.0,False
090192000381,Milner Middle School,1999-00,1999,586.0,False
090192000381,Milner Middle School,2000-01,2000,562.0,False
090192000381,Milner Middle School,2001-02,2001,573.0,False
090192000381,Milner Middle School,2002-03,2002,556.0,False
090192000381,Milner Middle School,2003-04,2003,578.0,False
090192000381,Milner Middle School,2004-05,2004,493.0,False
090192000381,Milner Middle School,2005-06,2005,501.0,False
090192000381,Milner Middle School,2006-07,2006,404.0,False
090192000381,Milner Middle School,2007-08,2007,360.0,False
090192000381,Milner Middle School,2008-09,2008,417.0,False
090192000381,Milner Middle School,2009-10,2009,400.0,False
090192000381,Milner Middle School,2010-11,2010,412.0,False
090192000381,Milner Middle School,2011-12,2011,423.0,False
090192000381,Milner Middle School,2012-13,2012,373.0,False
090192000381,Milner Middle School,2013-14,2013,376.0,False
090192000381,Milner Middle School,2014-15,2014,330.0,False
090192000381,Milner Middle School,2015-16,2015,334.0,False
090192000381,Milner Middle School,2016-17,2016,292.0,False
090192000381,Milner Middle School,2017-18,2017,309.0,False
090192000381,Milner Middle School,2018-19,2018,329.0,False
090192000381,Milner Middle School,2019-20,2019,320.0,False
090192000381,Milner Middle School,2020-21,2020,328.0,False
090192000381,Milner Middle School,2021-22,2021,312.0,False
090192000381,Milner Middle School,2022-23,2022,284.0,False
090192000381,Milner Middle School,2023-24,2023,278.0,False
090192000381,Milner Middle School,2024-25,2024,261.0,False
090192000372,Naylor/Ccsu Leadership Academy,1986-87,1986,518.0,False
090192000372,Naylor/Ccsu Leadership Academy,1987-88,1987,529.0,False
090192000372,Naylor/Ccsu Leadership Academy,1988-89,1988,487.0,False
090192000372,Naylor/Ccsu Leadership Academy,1989-90,1989,480.0,False
090192000372,Naylor/Ccsu Leadership Academy,1990-91,1990,526.0,False
090192000372,Naylor/Ccsu Leadership Academy,1991-92,1991,540.0,False
090192000372,Naylor/Ccsu Leadership Academy,1992-93,1992,541.0,False
090192000372,Naylor/Ccsu Leadership Academy,1993-94,1993,545.0,False
090192000372,Naylor/Ccsu Leadership Academy,1994-95,1994,512.0,False
090192000372,Naylor/Ccsu Leadership Academy,1995-96,1995,531.0,False
090192000372,Naylor/Ccsu Leadership Academy,1996-97,1996,599.0,False
090192000372,Naylor/Ccsu Leadership Academy,1997-98,1997,538.0,False
090192000372,Naylor/Ccsu Leadership Academy,1998-99,1998,548.0,False
090192000372,Naylor/Ccsu Leadership Academy,1999-00,1999,654.0,False
090192000372,Naylor/Ccsu Leadership Academy,2000-01,2000,628.0,False
090192000372,Naylor/Ccsu Leadership Academy,2001-02,2001,623.0,False
090192000372,Naylor/Ccsu Leadership Academy,2002-03,2002,639.0,False
090192000372,Naylor/Ccsu Leadership Academy,2003-04,2003,600.0,False
090192000372,Naylor/Ccsu Leadership Academy,2004-05,2004,563.0,False
090192000372,Naylor/Ccsu Leadership Academy,2005-06,2005,561.0,False
090192000372,Naylor/Ccsu Leadership Academy,2006-07,2006,576.0,False
090192000372,Naylor/Ccsu Leadership Academy,2007-08,2007,564.0,False
090192000372,Naylor/Ccsu Leadership Academy,2008-09,2008,608.0,False
090192000372,Naylor/Ccsu Leadership Academy,2009-10,2009,702.0,False
090192000372,Naylor/Ccsu Leadership Academy,2010-11,2010,703.0,False
090192000372,Naylor/Ccsu Leadership Academy,2011-12,2011,706.0,False
090192000372,Naylor/Ccsu Leadership Academy,2012-13,2012,722.0,False
090192000372,Naylor/Ccsu Leadership Academy,2013-14,2013,660.0,False
090192000372,Naylor/Ccsu Leadership Academy,2014-15,2014,682.0,False
090192000372,Naylor/Ccsu Leadership Academy,2015-16,2015,660.0,False
090192000372,Naylor/Ccsu Leadership Academy,2016-17,2016,636.0,False
090192000372,Naylor/Ccsu Leadership Academy,2017-18,2017,614.0,False
090192000372,Naylor/Ccsu Leadership Academy,2018-19,2018,521.0,False
090192000372,Naylor/Ccsu Leadership Academy,2019-20,2019,423.0,False
090192000372,Naylor/Ccsu Leadership Academy,2020-21,2020,388.0,False
090192000372,Naylor/Ccsu Leadership Academy,2021-22,2021,389.0,False
090192000372,Naylor/Ccsu Leadership Academy,2022-23,2022,357.0,False
090192000372,Naylor/Ccsu Leadership Academy,2023-24,2023,370.0,False
090192000372,Naylor/Ccsu Leadership Academy,2024-25,2024,372.0,False
090192000373,Parkville Community School,1986-87,1986,685.0,False
090192000373,Parkville Community School,1987-88,1987,684.0,False
090192000373,Parkville Community School,1988-89,1988,683.0,False
090192000373,Parkville Community School,1989-90,1989,722.0,False
090192000373,Parkville Community School,1990-91,1990,764.0,False
090192000373,Parkville Community School,1991-92,1991,786.0,False
090192000373,Parkville Community School,1992-93,1992,735.0,False
090192000373,Parkville Community School,1993-94,1993,784.0,False
090192000373,Parkville Community School,1994-95,1994,709.0,False
090192000373,Parkville Community School,1995-96,1995,778.0,False
090192000373,Parkville Community School,1996-97,1996,730.0,False
090192000373,Parkville Community School,1997-98,1997,734.0,False
090192000373,Parkville Community School,1998-99,1998,776.0,False
090192000373,Parkville Community School,1999-00,1999,700.0,False
090192000373,Parkville Community School,2000-01,2000,704.0,False
090192000373,Parkville Community School,2001-02,2001,596.0,False
090192000373,Parkville Community School,2002-03,2002,573.0,False
090192000373,Parkville Community School,2003-04,2003,601.0,False
090192000373,Parkville Community School,2004-05,2004,611.0,False
090192000373,Parkville Community School,2005-06,2005,664.0,False
090192000373,Parkville Community School,2006-07,2006,561.0,False
090192000373,Parkville Community School,2007-08,2007,596.0,False
090192000373,Parkville Community School,2008-09,2008,578.0,False
090192000373,Parkville Community School,2009-10,2009,514.0,False
090192000373,Parkville Community School,2010-11,2010,516.0,False
090192000373,Parkville Community School,2011-12,2011,535.0,False
090192000373,Parkville Community School,2012-13,2012,564.0,False
090192000373,Parkville Community School,2013-14,2013,543.0,False
090192000373,Parkville Community School,2014-15,2014,532.0,False
090192000373,Parkville Community School,2015-16,2015,537.0,False
090192000373,Parkville Community School,2016-17,2016,534.0,False
090192000373,Parkville Community School,2017-18,2017,485.0,False
090192000373,Parkville Community School,2018-19,2018,451.0,False
090192000373,Parkville Community School,2019-20,2019,432.0,False
090192000373,Parkville Community School,2020-21,2020,385.0,False
090192000373,Parkville Community School,2021-22,2021,416.0,False
090192000373,Parkville Community School,2022-23,2022,396.0,False
090192000373,Parkville Community School,2023-24,2023,375.0,False
090192000373,Parkville Community School,2024-25,2024,351.0,False
090192000376,Rawson School,1986-87,1986,422.0,False
090192000376,Rawson School,1987-88,1987,409.0,False
090192000376,Rawson School,1988-89,1988,423.0,False
090192000376,Rawson School,1989-90,1989,437.0,False
090192000376,Rawson School,1990-91,1990,422.0,False
090192000376,Rawson School,1991-92,1991,384.0,False
090192000376,Rawson School,1992-93,1992,405.0,False
090192000376,Rawson School,1993-94,1993,373.0,False
090192000376,Rawson School,1994-95,1994,368.0,False
090192000376,Rawson School,1995-96,1995,340.0,False
090192000376,Rawson School,1996-97,1996,380.0,False
090192000376,Rawson School,1997-98,1997,379.0,False
090192000376,Rawson School,1998-99,1998,392.0,False
090192000376,Rawson School,1999-00,1999,388.0,False
090192000376,Rawson School,2000-01,2000,379.0,False
090192000376,Rawson School,2001-02,2001,329.0,False
090192000376,Rawson School,2002-03,2002,293.0,False
090192000376,Rawson School,2003-04,2003,296.0,False
090192000376,Rawson School,2004-05,2004,299.0,False
090192000376,Rawson School,2005-06,2005,334.0,False
090192000376,Rawson School,2006-07,2006,422.0,False
090192000376,Rawson School,2007-08,2007,586.0,False
090192000376,Rawson School,2008-09,2008,755.0,False
090192000376,Rawson School,2009-10,2009,734.0,False
090192000376,Rawson School,2010-11,2010,463.0,False
090192000376,Rawson School,2011-12,2011,452.0,False
090192000376,Rawson School,2012-13,2012,573.0,False
090192000376,Rawson School,2013-14,2013,498.0,False
090192000376,Rawson School,2014-15,2014,484.0,False
090192000376,Rawson School,2015-16,2015,373.0,False
090192000376,Rawson School,2016-17,2016,383.0,False
090192000376,Rawson School,2017-18,2017,357.0,False
090192000376,Rawson School,2018-19,2018,362.0,False
090192000376,Rawson School,2019-20,2019,332.0,False
090192000376,Rawson School,2020-21,2020,255.0,False
090192000376,Rawson School,2021-22,2021,224.0,False
090192000376,Rawson School,2022-23,2022,231.0,False
090192000376,Rawson School,2023-24,2023,209.0,False
090192000376,Rawson School,2024-25,2024,198.0,False
090192000026,Sanchez School,1986-87,1986,,False
090192000026,Sanchez School,1987-88,1987,,False
090192000026,Sanchez School,1988-89,1988,,False
090192000026,Sanchez School,1989-90,1989,,False
090192000026,Sanchez School,1990-91,1990,,False
090192000026,Sanchez School,1991-92,1991,,False
090192000026,Sanchez School,1992-93,1992,392.0,False
090192000026,Sanchez School,1993-94,1993,516.0,False
090192000026,Sanchez School,1994-95,1994,556.0,False
090192000026,Sanchez School,1995-96,1995,459.0,False
090192000026,Sanchez School,1996-97,1996,520.0,False
090192000026,Sanchez School,1997-98,1997,519.0,False
090192000026,Sanchez School,1998-99,1998,522.0,False
090192000026,Sanchez School,1999-00,1999,485.0,False
090192000026,Sanchez School,2000-01,2000,493.0,False
090192000026,Sanchez School,2001-02,2001,482.0,False
090192000026,Sanchez School,2002-03,2002,507.0,False
090192000026,Sanchez School,2003-04,2003,577.0,False
090192000026,Sanchez School,2004-05,2004,526.0,False
090192000026,Sanchez School,2005-06,2005,559.0,False
090192000026,Sanchez School,2006-07,2006,530.0,False
090192000026,Sanchez School,2007-08,2007,580.0,False
090192000026,Sanchez School,2008-09,2008,528.0,False
090192000026,Sanchez School,2009-10,2009,493.0,False
090192000026,Sanchez School,2010-11,2010,492.0,False
090192000026,Sanchez School,2011-12,2011,469.0,False
090192000026,Sanchez School,2012-13,2012,494.0,False
090192000026,Sanchez School,2013-14,2013,492.0,False
090192000026,Sanchez School,2014-15,2014,485.0,False
090192000026,Sanchez School,2015-16,2015,480.0,False
090192000026,Sanchez School,2016-17,2016,396.0,False
090192000026,Sanchez School,2017-18,2017,364.0,False
090192000026,Sanchez School,2018-19,2018,424.0,False
090192000026,Sanchez School,2019-20,2019,381.0,False
090192000026,Sanchez School,2020-21,2020,344.0,False
090192000026,Sanchez School,2021-22,2021,324.0,False
090192000026,Sanchez School,2022-23,2022,322.0,False
090192000026,Sanchez School,2023-24,2023,332.0,False
090192000026,Sanchez School,2024-25,2024,311.0,False
090192000377,Sand School,1986-87,1986,751.0,False
090192000377,Sand School,1987-88,1987,806.0,False
090192000377,Sand School,1988-89,1988,826.0,False
090192000377,Sand School,1989-90,1989,781.0,False
090192000377,Sand School,1990-91,1990,756.0,False
090192000377,Sand School,1991-92,1991,689.0,False
090192000377,Sand School,1992-93,1992,688.0,False
090192000377,Sand School,1993-94,1993,661.0,False
090192000377,Sand School,1994-95,1994,570.0,False
090192000377,Sand School,1995-96,1995,489.0,False
090192000377,Sand School,1996-97,1996,421.0,False
090192000377,Sand School,1997-98,1997,347.0,False
090192000377,Sand School,1998-99,1998,370.0,False
090192000377,Sand School,1999-00,1999,406.0,False
090192000377,Sand School,2000-01,2000,414.0,False
090192000377,Sand School,2001-02,2001,393.0,False
090192000377,Sand School,2002-03,2002,323.0,False
090192000377,Sand School,2003-04,2003,346.0,False
090192000377,Sand School,2004-05,2004,371.0,False
090192000377,Sand School,2005-06,2005,401.0,False
090192000377,Sand School,2006-07,2006,351.0,False
090192000377,Sand School,2007-08,2007,366.0,False
090192000377,Sand School,2008-09,2008,442.0,False
090192000377,Sand School,2009-10,2009,413.0,False
090192000377,Sand School,2010-11,2010,463.0,False
090192000377,Sand School,2011-12,2011,471.0,False
090192000377,Sand School,2012-13,2012,484.0,False
090192000377,Sand School,2013-14,2013,459.0,False
090192000377,Sand School,2014-15,2014,402.0,False
090192000377,Sand School,2015-16,2015,394.0,False
090192000377,Sand School,2016-17,2016,362.0,False
090192000377,Sand School,2017-18,2017,358.0,False
090192000377,Sand School,2018-19,2018,395.0,False
090192000377,Sand School,2019-20,2019,333.0,False
090192000377,Sand School,2020-21,2020,286.0,False
090192000377,Sand School,2021-22,2021,291.0,False
090192000377,Sand School,2022-23,2022,286.0,False
090192000377,Sand School,2023-24,2023,273.0,False
090192000377,Sand School,2024-25,2024,266.0,False
090192000378,Simpson-Waverly School,1986-87,1986,548.0,False
090192000378,Simpson-Waverly School,1987-88,1987,589.0,False
090192000378,Simpson-Waverly School,1988-89,1988,609.0,False
090192000378,Simpson-Waverly School,1989-90,1989,610.0,False
090192000378,Simpson-Waverly School,1990-91,1990,630.0,False
090192000378,Simpson-Waverly School,1991-92,1991,626.0,False
090192000378,Simpson-Waverly School,1992-93,1992,562.0,False
090192000378,Simpson-Waverly School,1993-94,1993,570.0,False
090192000378,Simpson-Waverly School,1994-95,1994,466.0,False
090192000378,Simpson-Waverly School,1995-96,1995,495.0,False
090192000378,Simpson-Waverly School,1996-97,1996,470.0,False
090192000378,Simpson-Waverly School,1997-98,1997,461.0,False
090192000378,Simpson-Waverly School,1998-99,1998,425.0,False
090192000378,Simpson-Waverly School,1999-00,1999,418.0,False
090192000378,Simpson-Waverly School,2000-01,2000,371.0,False
090192000378,Simpson-Waverly School,2001-02,2001,328.0,False
090192000378,Simpson-Waverly School,2002-03,2002,332.0,False
090192000378,Simpson-Waverly School,2003-04,2003,323.0,False
090192000378,Simpson-Waverly School,2004-05,2004,383.0,False
090192000378,Simpson-Waverly School,2005-06,2005,420.0,False
090192000378,Simpson-Waverly School,2006-07,2006,371.0,False
090192000378,Simpson-Waverly School,2007-08,2007,366.0,False
090192000378,Simpson-Waverly School,2008-09,2008,347.0,False
090192000378,Simpson-Waverly School,2009-10,2009,437.0,False
090192000378,Simpson-Waverly School,2010-11,2010,362.0,False
090192000378,Simpson-Waverly School,2011-12,2011,347.0,False
090192000378,Simpson-Waverly School,2012-13,2012,326.0,False
090192000378,Simpson-Waverly School,2013-14,2013,297.0,False
090192000378,Simpson-Waverly School,2014-15,2014,295.0,False
090192000378,Simpson-Waverly School,2015-16,2015,293.0,False
090192000378,Simpson-Waverly School,2016-17,2016,314.0,False
090192000378,Simpson-Waverly School,2017-18,2017,251.0,False
090192000378,Simpson-Waverly School,2018-19,2018,,False
090192000378,Simpson-Waverly School,2019-20,2019,,False
090192000378,Simpson-Waverly School,2020-21,2020,,False
090192000378,Simpson-Waverly School,2021-22,2021,,False
090192000378,Simpson-Waverly School,2022-23,2022,,False
090192000378,Simpson-Waverly School,2023-24,2023,,False
090192000378,Simpson-Waverly School,2024-25,2024,,False
090192000362,Stem Magnet At Annie Fisher School,1986-87,1986,593.0,False
090192000362,Stem Magnet At Annie Fisher School,1987-88,1987,715.0,False
090192000362,Stem Magnet At Annie Fisher School,1988-89,1988,709.0,False
090192000362,Stem Magnet At Annie Fisher School,1989-90,1989,736.0,False
090192000362,Stem Magnet At Annie Fisher School,1990-91,1990,757.0,False
090192000362,Stem Magnet At Annie Fisher School,1991-92,1991,734.0,False
090192000362,Stem Magnet At Annie Fisher School,1992-93,1992,736.0,False
090192000362,Stem Magnet At Annie Fisher School,1993-94,1993,776.0,False
090192000362,Stem Magnet At Annie Fisher School,1994-95,1994,728.0,False
090192000362,Stem Magnet At Annie Fisher School,1995-96,1995,784.0,False
090192000362,Stem Magnet At Annie Fisher School,1996-97,1996,770.0,False
090192000362,Stem Magnet At Annie Fisher School,1997-98,1997,764.0,False
090192000362,Stem Magnet At Annie Fisher School,1998-99,1998,730.0,False
090192000362,Stem Magnet At Annie Fisher School,1999-00,1999,723.0,False
090192000362,Stem Magnet At Annie Fisher School,2000-01,2000,695.0,False
090192000362,Stem Magnet At Annie Fisher School,2001-02,2001,709.0,False
090192000362,Stem Magnet At Annie Fisher School,2002-03,2002,661.0,False
090192000362,Stem Magnet At Annie Fisher School,2003-04,2003,603.0,False
090192000362,Stem Magnet At Annie Fisher School,2004-05,2004,558.0,False
090192000362,Stem Magnet At Annie Fisher School,2005-06,2005,589.0,False
090192000362,Stem Magnet At Annie Fisher School,2006-07,2006,620.0,False
090192000362,Stem Magnet At Annie Fisher School,2007-08,2007,560.0,False
090192000362,Stem Magnet At Annie Fisher School,2008-09,2008,376.0,False
090192000362,Stem Magnet At Annie Fisher School,2009-10,2009,253.0,False
090192000362,Stem Magnet At Annie Fisher School,2010-11,2010,329.0,False
090192000362,Stem Magnet At Annie Fisher School,2011-12,2011,344.0,False
090192000362,Stem Magnet At Annie Fisher School,2012-13,2012,356.0,False
090192000362,Stem Magnet At Annie Fisher School,2013-14,2013,359.0,False
090192000362,Stem Magnet At Annie Fisher School,2014-15,2014,360.0,False
090192000362,Stem Magnet At Annie Fisher School,2015-16,2015,367.0,False
090192000362,Stem Magnet At Annie Fisher School,2016-17,2016,366.0,False
090192000362,Stem Magnet At Annie Fisher School,2017-18,2017,363.0,False
090192000362,Stem Magnet At Annie Fisher School,2018-19,2018,366.0,False
090192000362,Stem Magnet At Annie Fisher School,2019-20,2019,337.0,False
090192000362,Stem Magnet At Annie Fisher School,2020-21,2020,342.0,False
090192000362,Stem Magnet At Annie Fisher School,2021-22,2021,352.0,False
090192000362,Stem Magnet At Annie Fisher School,2022-23,2022,344.0,False
090192000362,Stem Magnet At Annie Fisher School,2023-24,2023,373.0,False
090192000362,Stem Magnet At Annie Fisher School,2024-25,2024,348.0,False
090192000383,Webster Micro Society Magnet School,1986-87,1986,413.0,False
090192000383,Webster Micro Society Magnet School,1987-88,1987,424.0,False
090192000383,Webster Micro Society Magnet School,1988-89,1988,390.0,False
090192000383,Webster Micro Society Magnet School,1989-90,1989,395.0,False
090192000383,Webster Micro Society Magnet School,1990-91,1990,437.0,False
090192000383,Webster Micro Society Magnet School,1991-92,1991,439.0,False
090192000383,Webster Micro Society Magnet School,1992-93,1992,459.0,False
090192000383,Webster Micro Society Magnet School,1993-94,1993,423.0,False
090192000383,Webster Micro Society Magnet School,1994-95,1994,467.0,False
090192000383,Webster Micro Society Magnet School,1995-96,1995,473.0,False
090192000383,Webster Micro Society Magnet School,1996-97,1996,447.0,False
090192000383,Webster Micro Society Magnet School,1997-98,1997,517.0,False
090192000383,Webster Micro Society Magnet School,1998-99,1998,520.0,False
090192000383,Webster Micro Society Magnet School,1999-00,1999,530.0,False
090192000383,Webster Micro Society Magnet School,2000-01,2000,511.0,False
090192000383,Webster Micro Society Magnet School,2001-02,2001,457.0,False
090192000383,Webster Micro Society Magnet School,2002-03,2002,521.0,False
090192000383,Webster Micro Society Magnet School,2003-04,2003,543.0,False
090192000383,Webster Micro Society Magnet School,2004-05,2004,571.0,False
090192000383,Webster Micro Society Magnet School,2005-06,2005,562.0,False
090192000383,Webster Micro Society Magnet School,2006-07,2006,625.0,False
090192000383,Webster Micro Society Magnet School,2007-08,2007,620.0,False
090192000383,Webster Micro Society Magnet School,2008-09,2008,610.0,False
090192000383,Webster Micro Society Magnet School,2009-10,2009,619.0,False
090192000383,Webster Micro Society Magnet School,2010-11,2010,592.0,False
090192000383,Webster Micro Society Magnet School,2011-12,2011,582.0,False
090192000383,Webster Micro Society Magnet School,2012-13,2012,626.0,False
090192000383,Webster Micro Society Magnet School,2013-14,2013,675.0,False
090192000383,Webster Micro Society Magnet School,2014-15,2014,678.0,False
090192000383,Webster Micro Society Magnet School,2015-16,2015,660.0,False
090192000383,Webster Micro Society Magnet School,2016-17,2016,633.0,False
090192000383,Webster Micro Society Magnet School,2017-18,2017,613.0,False
090192000383,Webster Micro Society Magnet School,2018-19,2018,622.0,False
090192000383,Webster Micro Society Magnet School,2019-20,2019,635.0,False
090192000383,Webster Micro Society Magnet School,2020-21,2020,642.0,False
090192000383,Webster Micro Society Magnet School,2021-22,2021,629.0,False
090192000383,Webster Micro Society Magnet School,2022-23,2022,615.0,False
090192000383,Webster Micro Society Magnet School,2023-24,2023,631.0,False
090192000383,Webster Micro Society Magnet School,2024-25,2024,626.0,False
090192000384,West Middle School,1986-87,1986,686.0,False
090192000384,West Middle School,1987-88,1987,735.0,False
090192000384,West Middle School,1988-89,1988,692.0,False
090192000384,West Middle School,1989-90,1989,743.0,False
090192000384,West Middle School,1990-91,1990,858.0,False
090192000384,West Middle School,1991-92,1991,847.0,False
090192000384,West Middle School,1992-93,1992,805.0,False
090192000384,West Middle School,1993-94,1993,863.0,False
090192000384,West Middle School,1994-95,1994,841.0,False
090192000384,West Middle School,1995-96,1995,824.0,False
090192000384,West Middle School,1996-97,1996,919.0,False
090192000384,West Middle School,1997-98,1997,904.0,False
090192000384,West Middle School,1998-99,1998,934.0,False
090192000384,West Middle School,1999-00,1999,815.0,False
090192000384,West Middle School,2000-01,2000,797.0,False
090192000384,West Middle School,2001-02,2001,795.0,False
090192000384,West Middle School,2002-03,2002,704.0,False
090192000384,West Middle School,2003-04,2003,649.0,False
090192000384,West Middle School,2004-05,2004,711.0,False
090192000384,West Middle School,2005-06,2005,795.0,False
090192000384,West Middle School,2006-07,2006,739.0,False
090192000384,West Middle School,2007-08,2007,768.0,False
090192000384,West Middle School,2008-09,2008,670.0,False
090192000384,West Middle School,2009-10,2009,698.0,False
090192000384,West Middle School,2010-11,2010,690.0,False
090192000384,West Middle School,2011-12,2011,658.0,False
090192000384,West Middle School,2012-13,2012,637.0,False
090192000384,West Middle School,2013-14,2013,498.0,False
090192000384,West Middle School,2014-15,2014,380.0,False
090192000384,West Middle School,2015-16,2015,359.0,False
090192000384,West Middle School,2016-17,2016,449.0,False
090192000384,West Middle School,2017-18,2017,437.0,False
090192000384,West Middle School,2018-19,2018,480.0,False
090192000384,West Middle School,2019-20,2019,462.0,False
090192000384,West Middle School,2020-21,2020,262.0,False
090192000384,West Middle School,2021-22,2021,295.0,False
090192000384,West Middle School,2022-23,2022,293.0,False
090192000384,West Middle School,2023-24,2023,306.0,False
090192000384,West Middle School,2024-25,2024,289.0,False
090192000385,Wish Museum School,1986-87,1986,554.0,False
090192000385,Wish Museum School,1987-88,1987,698.0,False
090192000385,Wish Museum School,1988-89,1988,615.0,False
090192000385,Wish Museum School,1989-90,1989,631.0,False
090192000385,Wish Museum School,1990-91,1990,603.0,False
090192000385,Wish Museum School,1991-92,1991,608.0,False
090192000385,Wish Museum School,1992-93,1992,549.0,False
090192000385,Wish Museum School,1993-94,1993,503.0,False
090192000385,Wish Museum School,1994-95,1994,525.0,False
090192000385,Wish Museum School,1995-96,1995,575.0,False
090192000385,Wish Museum School,1996-97,1996,529.0,False
