year,ncessch,school_name,state_location,lea_name,school_level,school_type,charter,enrollment,magnet
"2018","090192000376","Rawson School","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","362","No"
"2018","090192001582","Renzulli Gifted and Talented Academy","CT","HARTFORD SCHOOL DISTRICT","Middle","Regular school","No","123","No"
"2018","090192000026","Sanchez School","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","424","No"
"2018","090192000377","SAND School","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","395","No"
"2018","090192000378","Simpson-Waverly School","CT","HARTFORD SCHOOL DISTRICT","Missing/not reported","Regular school","No","",""
"2018","090192001370","Sport and Medical Sciences Academy","CT","HARTFORD SCHOOL DISTRICT","High","Regular school","No","679","Yes"
"2018","090192000362","STEM Magnet at Fisher School","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","366","Yes"
"2018","090192001381","University High School of Science and Engineering","CT","HARTFORD SCHOOL DISTRICT","High","Regular school","No","431","Yes"
"2018","090192000383","Webster Micro Society Magnet School","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","622","Yes"
"2018","090192000384","West Middle School","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","480","No"
"2018","090192000385","Wish Museum School","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","502","No"
"2017","090192000360","Asian Studies Academy at Bellizzi School","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","623","No"
"2017","090192000355","Batchelder School","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","397","No"
"2017","090192001192","Betances Early Reading Lab Magnet School","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","384","Yes"
"2017","090192001616","Betances STEM Magnet School","CT","HARTFORD SCHOOL DISTRICT","Middle","Regular school","No","288","Yes"
"2017","090192001534","Breakthrough Magnet School North","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","290","Yes"
"2017","090192001369","Breakthrough Magnet School South","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","358","Yes"
"2017","090192001572","Bulkeley High School","CT","HARTFORD SCHOOL DISTRICT","High","Regular school","No","631","No"
"2017","090192000357","Burns Latino Studies Academy","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","439","No"
"2017","090192000358","Burr School","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","542","No"
"2017","090192001650","Capital Community College Magnet Academy","CT","HARTFORD SCHOOL DISTRICT","High","Regular school","No","33","Yes"
"2017","090192001435","Capital Preparatory Magnet School","CT","HARTFORD SCHOOL DISTRICT","Other","Regular school","No","489","Yes"
"2017","090192001478","Classical Magnet School","CT","HARTFORD SCHOOL DISTRICT","High","Regular school","No","523","Yes"
"2017","090192001522","Culinary Arts Academy at Weaver High School","CT","HARTFORD SCHOOL DISTRICT","High","Regular school","No","73","No"
"2017","090192001879","DDP - Simpson-Waverly School","CT","HARTFORD SCHOOL DISTRICT","Prekindergarten","Regular school","No","",""
"2017","090192000366","Environmental Sciences Magnet at Hooker School","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","613","Yes"
"2017","090192000636","Expeditionary Learning Academy at Moylan School","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","474","No"
"2017","090192001535","Global Communications Academy","CT","HARTFORD SCHOOL DISTRICT","Other","Regular school","No","629","No"
"2017","090192001403","Great Path Academy at MCC","CT","HARTFORD SCHOOL DISTRICT","High","Regular school","No","320","Yes"
"2017","090192001295","Hartford Magnet Trinity College Academy","CT","HARTFORD SCHOOL DISTRICT","High","Regular school","No","1069","Yes"
"2017","090192001643","Hartford PreKindergarten Magnet School","CT","HARTFORD SCHOOL DISTRICT","Prekindergarten","Regular school","No","156","Yes"
"2017","090192001552","High School Inc.","CT","HARTFORD SCHOOL DISTRICT","High","Regular school","No","219","No"
"2017","090192001574","HPHS Engineering and Green Technology Academy","CT","HARTFORD SCHOOL DISTRICT","High","Regular school","No","344","No"
"2017","090192001576","HPHS Law and Government Academy","CT","HARTFORD SCHOOL DISTRICT","High","Regular school","No","360","No"
"2017","090192001559","HPHS Nursing and Health Sciences Academy","CT","HARTFORD SCHOOL DISTRICT","High","Regular school","No","371","No"
"2017","090192001562","Journalism and Media Academy","CT","HARTFORD SCHOOL DISTRICT","High","Regular school","No","211","No"
"2017","090192000368","Kennelly School","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","534","No"
"2017","090192000370","Kinsella Magnet School of Performing Arts","CT","HARTFORD SCHOOL DISTRICT","Other","Regular school","No","884","Yes"
"2017","090192000364","M. D. Fox School","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","610","No"
"2017","090192000369","M. L. King Jr. School","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","236","No"
"2017","090192000371","McDonough Middle School","CT","HARTFORD SCHOOL DISTRICT","Middle","Regular school","No","237","No"
"2017","090192000381","Milner School","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","309","No"
"2017","090192001531","Montessori Magnet at Fisher School","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","343","Yes"
"2017","090192001641","Montessori Magnet at Moylan School","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","306","Yes"
"2017","090192000372","Naylor/CCSU Leadership Academy","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","614","No"
"2017","090192000373","Parkville Community School","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","485","No"
"2017","090192001479","Pathways Academy of Technology and Design","CT","HARTFORD SCHOOL DISTRICT","High","Regular school","No","432","Yes"
"2017","090192000376","Rawson School","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","357","No"
"2017","090192001582","Renzulli Gifted and Talented Academy","CT","HARTFORD SCHOOL DISTRICT","Middle","Regular school","No","134","No"
"2017","090192000026","Sanchez School","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","364","No"
"2017","090192000377","SAND School","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","358","No"
"2017","090192000378","Simpson-Waverly School","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","251","No"
"2017","090192001370","Sport and Medical Sciences Academy","CT","HARTFORD SCHOOL DISTRICT","High","Regular school","No","700","Yes"
"2017","090192000362","STEM Magnet at Fisher School","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","363","Yes"
"2017","090192001381","University High School of Science and Engineering","CT","HARTFORD SCHOOL DISTRICT","High","Regular school","No","439","Yes"
"2017","090192000383","Webster Micro Society Magnet School","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","613","Yes"
"2017","090192000384","West Middle School","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","437","No"
"2017","090192000385","Wish Museum School","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","395","No"
"2016","090192000360","Asian Studies Academy at Bellizzi School","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","634","No"
"2016","090192000355","Batchelder School","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","433","No"
"2016","090192001192","Betances Early Reading Lab Magnet School","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","300","Yes"
"2016","090192001616","Betances STEM Magnet School","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","375","Yes"
"2016","090192001534","Breakthrough II Magnet School","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","266","Yes"
"2016","090192001369","Breakthrough Magnet School","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","360","Yes"
"2016","090192000356","Bulkeley High School Lower School","CT","HARTFORD SCHOOL DISTRICT","Missing/not reported","Regular school","No","",""
"2016","090192001572","Bulkeley High School","CT","HARTFORD SCHOOL DISTRICT","High","Regular school","No","688","No"
"2016","090192000357","Burns Latino Studies Academy","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","496","No"
"2016","090192000358","Burr School","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","616","No"
"2016","090192001650","Capital Community College Magnet Academy","CT","HARTFORD SCHOOL DISTRICT","High","Regular school","No","57","Yes"
"2016","090192001435","Capital Preparatory Magnet School","CT","HARTFORD SCHOOL DISTRICT","Other","Regular school","No","556","Yes"
"2016","090192000359","Clark School","CT","HARTFORD SCHOOL DISTRICT","Missing/not reported","Regular school","No","",""
"2016","090192001478","Classical Magnet School","CT","HARTFORD SCHOOL DISTRICT","Other","Regular school","No","560","Yes"
"2016","090192001522","Culinary Arts Academy at Weaver High School","CT","HARTFORD SCHOOL DISTRICT","High","Regular school","No","168","No"
"2016","090192001879","DDP - Simpson-Waverly School","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","10","No"
"2016","090192000366","Environmental Sciences Magnet at Hooker School","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","610","Yes"
"2016","090192000636","Expeditionary Learning Academy at Moylan School","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","501","No"
"2016","090192001535","Global Communications Academy","CT","HARTFORD SCHOOL DISTRICT","Other","Regular school","No","617","No"
"2016","090192001403","Great Path Academy at MCC","CT","HARTFORD SCHOOL DISTRICT","High","Regular school","No","272","Yes"
"2016","090192001295","Hartford Magnet Trinity College Academy","CT","HARTFORD SCHOOL DISTRICT","Other","Regular school","No","1024","Yes"
"2016","090192001643","Hartford PreKindergarten Magnet School","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","157","Yes"
"2016","090192001552","High School Inc.","CT","HARTFORD SCHOOL DISTRICT","High","Regular school","No","236","No"
"2016","090192001574","HPHS Engineering and Green Technology Academy","CT","HARTFORD SCHOOL DISTRICT","High","Regular school","No","346","No"
"2016","090192001576","HPHS Law and Government Academy","CT","HARTFORD SCHOOL DISTRICT","High","Regular school","No","314","No"
"2016","090192001559","HPHS Nursing and Health Sciences Academy","CT","HARTFORD SCHOOL DISTRICT","High","Regular school","No","383","No"
"2016","090192001562","Journalism and Media Academy Magnet School","CT","HARTFORD SCHOOL DISTRICT","High","Regular school","No","190","Yes"
"2016","090192000368","Kennelly School","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","558","No"
"2016","090192000370","Kinsella Magnet School of Performing Arts","CT","HARTFORD SCHOOL DISTRICT","Other","Regular school","No","913","Yes"
"2016","090192000364","M. D. Fox School","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","647","No"
"2016","090192000369","M. L. King Jr. School","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","294","No"
"2016","090192000371","McDonough Middle School","CT","HARTFORD SCHOOL DISTRICT","Middle","Regular school","No","261","No"
"2016","090192000381","Milner School","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","292","No"
"2016","090192001531","Montessori Magnet at Fisher School","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","336","Yes"
"2016","090192001641","Montessori Magnet at Moylan School","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","304","Yes"
"2016","090192000372","Naylor/CCSU Leadership Academy","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","636","No"
"2016","090192000373","Parkville Community School","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","534","No"
"2016","090192001479","Pathways Academy of Technology and Design","CT","HARTFORD SCHOOL DISTRICT","High","Regular school","No","421","Yes"
"2016","090192000376","Rawson School","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","383","No"
"2016","090192001582","Renzulli Gifted and Talented Academy","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","131","No"
"2016","090192000026","Sanchez School","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","396","No"
"2016","090192000377","SAND School","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","362","No"
"2016","090192000378","Simpson-Waverly School","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","314","No"
"2016","090192001370","Sports and Medical Sciences Academy","CT","HARTFORD SCHOOL DISTRICT","Other","Regular school","No","709","Yes"
"2016","090192000362","STEM Magnet at Fisher School","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","366","Yes"
"2016","090192001381","University High School of Science and Engineering","CT","HARTFORD SCHOOL DISTRICT","High","Regular school","No","431","Yes"
"2016","090192000383","Webster Micro Society Magnet School","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","633","Yes"
"2016","090192000384","West Middle School","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","449","No"
"2016","090192000385","Wish Museum School","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","429","No"
"2015","090192000360","Asian Studies Academy at Bellizzi School","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","649","No"
"2015","090192000355","Batchelder School","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","478","No"
"2015","090192001616","Betances STEM Magnet School","CT","HARTFORD SCHOOL DISTRICT","Middle","Regular school","No","309","Yes"
"2015","090192001534","Breakthrough II Elementary School","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","280","Yes"
"2015","090192001369","Breakthrough Magnet School","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","355","Yes"
"2015","090192000356","Bulkeley High School Lower School","CT","HARTFORD SCHOOL DISTRICT","Other","Regular school","No","412","No"
"2015","090192001572","Bulkeley High School","CT","HARTFORD SCHOOL DISTRICT","High","Regular school","No","379","No"
"2015","090192000357","Burns Latino Studies Academy","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","520","No"
"2015","090192000358","Burr School","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","590","No"
"2015","090192001650","Capital Community College Magnet Academy","CT","HARTFORD SCHOOL DISTRICT","High","Regular school","No","56","Yes"
"2015","090192001435","Capital Preparatory Magnet School","CT","HARTFORD SCHOOL DISTRICT","Other","Regular school","No","629","Yes"
"2015","090192000359","Clark School","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","246","No"
"2015","090192001478","Classical Magnet School","CT","HARTFORD SCHOOL DISTRICT","Other","Regular school","No","663","Yes"
"2015","090192001522","Culinary Arts Academy","CT","HARTFORD SCHOOL DISTRICT","High","Regular school","No","285","No"
"2015","090192001879","DDP - Simpson-Waverly School","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","4","No"
"2015","090192000372","Dr. James H Naylor/CCSU Leadership Academy","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","660","No"
"2015","090192001192","Dr. Ramon E. Betances Early Reading Lab","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","279","Yes"
"2015","090192000366","Environmental Sciences Magnet School at Mary M Hooker","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","613","Yes"
"2015","090192000636","Expeditionary Learning Academy at Moylan School","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","532","No"
"2015","090192000385","Fred D. Wish Museum School","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","304","No"
"2015","090192001535","Global Communications Academy","CT","HARTFORD SCHOOL DISTRICT","Other","Regular school","No","661","No"
"2015","090192001403","Great Path Academy High School at MCC","CT","HARTFORD SCHOOL DISTRICT","High","Regular school","No","268","Yes"
"2015","090192001295","Hartford Magnet Trinity College Academy","CT","HARTFORD SCHOOL DISTRICT","Other","Regular school","No","1022","Yes"
"2015","090192001643","Hartford PreKindergarten Magnet School","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","143","Yes"
"2015","090192001552","High School Inc.","CT","HARTFORD SCHOOL DISTRICT","High","Regular school","No","233","No"
"2015","090192001574","HPHS Academy of Engineering and Green Technology","CT","HARTFORD SCHOOL DISTRICT","High","Regular school","No","304","No"
"2015","090192001559","HPHS Academy of Nursing and Health Science","CT","HARTFORD SCHOOL DISTRICT","High","Regular school","No","362","No"
"2015","090192001576","HPHS Law and Government Academy","CT","HARTFORD SCHOOL DISTRICT","High","Regular school","No","367","No"
"2015","090192001562","Journalism and Media Academy Magnet School","CT","HARTFORD SCHOOL DISTRICT","High","Regular school","No","207","Yes"
"2015","090192000368","Kennelly School","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","571","No"
"2015","090192000364","M. D. Fox Elementary School","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","621","No"
"2015","090192000369","M. L. King Jr. School","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","356","No"
"2015","090192000371","McDonough Expeditionary Learning School","CT","HARTFORD SCHOOL DISTRICT","Middle","Regular school","No","239","No"
"2015","090192000381","Milner School","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","334","No"
"2015","090192001531","Montessori Magnet at Fisher School","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","340","Yes"
"2015","090192001641","Montessori Magnet at Moylan School","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","259","Yes"
"2015","090192000383","Noah Webster Micro Society School","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","660","Yes"
"2015","090192001553","OPPortunity High School","CT","HARTFORD SCHOOL DISTRICT","Not applicable","Regular school","No","",""
"2015","090192000373","Parkville Community School","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","537","No"
"2015","090192001479","Pathways Academy of Technology and Design","CT","HARTFORD SCHOOL DISTRICT","High","Regular school","No","419","Yes"
"2015","090192000370","R.J. Kinsella Magnet School of Performing Arts","CT","HARTFORD SCHOOL DISTRICT","Other","Regular school","No","910","Yes"
"2015","090192001582","Renzulli Gifted and Talented Academy","CT","HARTFORD SCHOOL DISTRICT","Middle","Regular school","No","99","No"
"2015","090192000026","Sanchez School","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","480","No"
"2015","090192000377","SAND School","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","394","No"
"2015","090192000376","Sarah J. Rawson Elementary School","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","373","No"
"2015","090192000378","Simpson-Waverly School","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","293","No"
"2015","090192001370","Sports and Medical Sciences Academy","CT","HARTFORD SCHOOL DISTRICT","Other","Regular school","No","707","Yes"
"2015","090192000362","STEM Magnet at Fisher School","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","367","Yes"
"2015","090192001381","University High School of Science and Engineering","CT","HARTFORD SCHOOL DISTRICT","High","Regular school","No","431","Yes"
"2015","090192000384","West Middle School","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","359","No"
"2014","090192000360","Asian Studies Academy","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","662","No"
"2014","090192000355","Batchelder School","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","466","No"
"2014","090192001534","Breakthrough II Elementary School","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","294","Yes"
"2014","090192001369","Breakthrough Magnet School","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","357","Yes"
"2014","090192000356","Bulkeley High School Lower School","CT","HARTFORD SCHOOL DISTRICT","Other","Regular school","No","489","No"
"2014","090192001572","Bulkeley High School Upper School","CT","HARTFORD SCHOOL DISTRICT","High","Regular school","No","373","No"
"2014","090192000357","Burns Latino Studies Academy","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","581","No"
"2014","090192000358","Burr School","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","685","No"
"2014","090192001435","Capital Preparatory Magnet School","CT","HARTFORD SCHOOL DISTRICT","Other","Regular school","No","672","Yes"
"2014","090192001650","Capitol Community College Magnet Academy","CT","HARTFORD SCHOOL DISTRICT","High","Regular school","No","47","No"
"2014","090192000359","Clark School","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","335","No"
"2014","090192001478","Classical Magnet School","CT","HARTFORD SCHOOL DISTRICT","Other","Regular school","No","702","Yes"
"2014","090192001522","Culinary Arts Academy","CT","HARTFORD SCHOOL DISTRICT","High","Regular school","No","275","No"
"2014","090192000372","Dr. James H Naylor/CCSU Leadership Academy","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","682","No"
"2014","090192001192","Dr. Ramon E. Betances Early Reading Lab School","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","288","Yes"
"2014","090192001616","Dr. Ramon E. Betances STEM Magnet School","CT","HARTFORD SCHOOL DISTRICT","Middle","Regular school","No","253","Yes"
"2014","090192000366","Environmental Sciences Magnet School at Mary M Hooker","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","607","Yes"
"2014","090192000636","Expeditionary Learning Academy at Moylan School","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","577","No"
"2014","090192000385","Fred D. Wish Museum School","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","303","No"
"2014","090192001535","Global Communications Academy","CT","HARTFORD SCHOOL DISTRICT","Other","Regular school","No","621","No"
"2014","090192001403","Great Path Academy Middle College High School at MCC","CT","HARTFORD SCHOOL DISTRICT","High","Regular school","No","256","Yes"
"2014","090192001295","Hartford Magnet Trinity College Academy","CT","HARTFORD SCHOOL DISTRICT","Other","Regular school","No","1001","Yes"
"2014","090192001643","Hartford PreKindergarten Magnet School","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","144","Yes"
"2014","090192001552","High School Inc.","CT","HARTFORD SCHOOL DISTRICT","High","Regular school","No","256","No"
"2014","090192001574","HPHS Academy of Engineering and Green Technology","CT","HARTFORD SCHOOL DISTRICT","High","Regular school","No","373","No"
"2014","090192001559","HPHS Academy of Nursing and Health Science","CT","HARTFORD SCHOOL DISTRICT","High","Regular school","No","394","No"
"2014","090192001576","HPHS Law and Government Academy","CT","HARTFORD SCHOOL DISTRICT","High","Regular school","No","388","No"
"2014","090192001562","Journalism and Media Academy Magnet School","CT","HARTFORD SCHOOL DISTRICT","High","Regular school","No","190","Yes"
"2014","090192000368","Kennelly School","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","621","No"
"2014","090192000364","M. D. Fox Elementary School","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","602","No"
"2014","090192000369","M. L. King School","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","329","No"
"2014","090192000371","McDonough Expeditionary Learning School","CT","HARTFORD SCHOOL DISTRICT","Middle","Regular school","No","252","No"
"2014","090192000381","Milner Elementary School","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","330","No"
"2014","090192001641","Montessori Magnet at Moylan School","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","212","Yes"
"2014","090192001531","Montessori Magnet School at Annie Fisher","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","323","Yes"
"2014","090192000383","Noah Webster Micro Society School","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","678","Yes"
"2014","090192001553","OPPortunity High School","CT","HARTFORD SCHOOL DISTRICT","High","Regular school","No","127","No"
"2014","090192000373","Parkville Community School","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","532","No"
"2014","090192001479","Pathways Academy of Technology and Design","CT","HARTFORD SCHOOL DISTRICT","High","Regular school","No","375","Yes"
"2014","090192000370","R.J. Kinsella Magnet School of Performing Arts","CT","HARTFORD SCHOOL DISTRICT","Other","Regular school","No","884","Yes"
"2014","090192001582","Renzulli Academy","CT","HARTFORD SCHOOL DISTRICT","Middle","Regular school","No","83","No"
"2014","090192000026","Sanchez School","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","485","No"
"2014","090192000377","SAND","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","402","No"
"2014","090192000376","Sarah J. Rawson Elementary School","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","484","No"
"2014","090192000378","Simpson-Waverly School","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","295","No"
"2014","090192001370","Sports and Medical Sciences Academy","CT","HARTFORD SCHOOL DISTRICT","Other","Regular school","No","702","Yes"
"2014","090192000362","STEM Magnet School at Annie-Fisher","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","360","Yes"
"2014","090192001381","University High of Science and Engineering","CT","HARTFORD SCHOOL DISTRICT","High","Regular school","No","423","Yes"
"2014","090192000384","West Middle School","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","380","No"
"2013","090192000377","AMERICAS CHOICE AT SAND","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","459","No"
"2013","090192000360","ASIAN STUDIES ACADEMY","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","635","No"
"2013","090192000355","BATCHELDER SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","528","No"
"2013","090192001534","BREAKTHROUGH II ELEMENTARY SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","252","Yes"
"2013","090192001369","BREAKTHROUGH MAGNET SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","361","Yes"
"2013","090192000356","BULKELEY HIGH SCHOOL LOWER SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Other","Regular school","No","493","No"
"2013","090192001572","BULKELEY HIGH SCHOOL UPPER SCHOOL","CT","HARTFORD SCHOOL DISTRICT","High","Regular school","No","378","No"
"2013","090192000357","BURNS LATINO STUDIES ACADEMY","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","541","No"
"2013","090192000358","BURR SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","708","No"
"2013","090192001435","CAPITAL PREPARATORY MAGNET SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Other","Regular school","No","701","Yes"
"2013","090192000359","CLARK SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","369","No"
"2013","090192001478","CLASSICAL MAGNET SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Other","Regular school","No","690","Yes"
"2013","090192001522","CULINARY ARTS ACADEMY","CT","HARTFORD SCHOOL DISTRICT","High","Regular school","No","294","No"
"2013","090192000372","DR. JAMES H NAYLOR/CCSU LEADERSHIP ACADEMY","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","660","No"
"2013","090192000006","DR. JOSEPH BELLIZZI MIDDLE SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Not applicable","Regular school","No","Not applicable","No"
"2013","090192001192","DR. RAMON E. BETANCES EARLY READING LAB SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","278","No"
"2013","090192001616","DR. RAMON E. BETANCES STEM MAGNET SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Middle","Regular school","No","173","Yes"
"2013","090192000366","ENVIRONMENTAL SCIENCES MAGNET SCHOOL AT MARY M HOO","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","596","Yes"
"2013","090192000636","EXPEDITIONARY LEARNING ACADEMY AT MOYLAN SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","594","No"
"2013","090192000385","FRED D. WISH MUSEUM SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","354","No"
"2013","090192001535","GLOBAL COMMUNICATIONS ACADEMY","CT","HARTFORD SCHOOL DISTRICT","Other","Regular school","No","492","No"
"2013","090192001403","GREAT PATH ACADEMY MIDDLE COLLEGE HIGH SCHOOL AT M","CT","HARTFORD SCHOOL DISTRICT","High","Regular school","No","249","Yes"
