year,ncessch,school_name,state_location,lea_name,school_level,school_type,charter,enrollment,magnet
"2013","090192001295","HARTFORD MAGNET TRINITY COLLEGE ACADEMY","CT","HARTFORD SCHOOL DISTRICT","Other","Regular school","No","918","Yes"
"2013","090192001643","HARTFORD PREKINDERGARTEN MAGNET SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","120","No"
"2013","090192001552","HIGH SCHOOL INC.","CT","HARTFORD SCHOOL DISTRICT","High","Regular school","No","343","No"
"2013","090192001574","HPHS ACADEMY OF ENGINEERING AND GREEN TECHNOLOGY","CT","HARTFORD SCHOOL DISTRICT","High","Regular school","No","414","No"
"2013","090192001559","HPHS ACADEMY OF NURSING AND HEALTH SCIENCE","CT","HARTFORD SCHOOL DISTRICT","High","Regular school","No","458","No"
"2013","090192001576","HPHS LAW AND GOVERNMENT ACADEMY","CT","HARTFORD SCHOOL DISTRICT","High","Regular school","No","481","No"
"2013","090192001562","JOURNALISM AND MEDIA ACADEMY MAGNET SCHOOL","CT","HARTFORD SCHOOL DISTRICT","High","Regular school","No","201","Yes"
"2013","090192000381","JUMOKE ACADEMY HONORS AT MILNER ELEMENTARY SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","376","No"
"2013","090192000368","KENNELLY SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","658","No"
"2013","090192000364","M. D. FOX ELEMENTARY SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","569","No"
"2013","090192000369","M. L. KING SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","316","No"
"2013","090192000371","MCDONOUGH EXPEDITIONARY LEARNING SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Middle","Regular school","No","291","No"
"2013","090192001641","MONTESSORI MAGNET AT MOYLAN SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","158","No"
"2013","090192001531","MONTESSORI MAGNET SCHOOL AT ANNIE FISHER","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","291","Yes"
"2013","090192000383","NOAH WEBSTER MICRO SOCIETY SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","675","Yes"
"2013","090192001553","OPPORTUNITY HIGH SCHOOL","CT","HARTFORD SCHOOL DISTRICT","High","Regular school","No","99","No"
"2013","090192000373","PARKVILLE COMMUNITY SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","543","No"
"2013","090192001479","PATHWAYS ACADEMY OF TECHNOLOGY AND DESIGN","CT","HARTFORD SCHOOL DISTRICT","High","Regular school","No","330","Yes"
"2013","090192000370","R.J. KINSELLA MAGNET SCHOOL OF PERFORMING ARTS","CT","HARTFORD SCHOOL DISTRICT","Other","Regular school","No","819","Yes"
"2013","090192001582","RENZULLI ACADEMY","CT","HARTFORD SCHOOL DISTRICT","Other","Regular school","No","128","No"
"2013","090192000026","SANCHEZ SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","492","No"
"2013","090192000376","SARAH J. RAWSON ELEMENTARY SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","498","No"
"2013","090192000378","SIMPSON-WAVERLY SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","297","No"
"2013","090192001370","SPORTS AND MEDICAL SCIENCES ACADEMY","CT","HARTFORD SCHOOL DISTRICT","Other","Regular school","No","705","Yes"
"2013","090192000362","STEM MAGNET SCHOOL AT ANNIE-FISHER SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","359","Yes"
"2013","090192001381","UNIVERSITY HIGH SCHOOL","CT","HARTFORD SCHOOL DISTRICT","High","Regular school","No","408","Yes"
"2013","090192000384","WEST MIDDLE SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","498","No"
"2012","090192000377","AMERICAS CHOICE AT SAND","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","484","No"
"2012","090192000360","ASIAN STUDIES SCHOOL AT DWIGHT/BELIZZI SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","556","No"
"2012","090192000355","BATCHELDER SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","521","No"
"2012","090192001534","BREAKTHROUGH II","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","222","Yes"
"2012","090192001369","BREAKTHROUGH MAGNET SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","355","Yes"
"2012","090192000356","BULKELEY HIGH SCHOOL LOWER SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Other","Regular school","No","586","No"
"2012","090192001572","BULKELEY HIGH SCHOOL UPPER SCHOOL","CT","HARTFORD SCHOOL DISTRICT","High","Regular school","No","408","No"
"2012","090192000357","BURNS LATINO STUDIES ACADEMY","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","598","No"
"2012","090192000358","BURR SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","729","No"
"2012","090192001435","CAPITAL PREPARATORY MAGNET SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Other","Regular school","No","674","Yes"
"2012","090192000359","CLARK SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","379","No"
"2012","090192001478","CLASSICAL MAGNET SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Other","Regular school","No","701","Yes"
"2012","090192001522","CULINARY ARTS ACADEMY","CT","HARTFORD SCHOOL DISTRICT","High","Regular school","No","244","No"
"2012","090192000372","DR. JAMES H NAYLOR/CCSU LEADERSHIP ACADEMY","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","722","No"
"2012","090192000006","DR. JOSEPH BELLIZZI MIDDLE SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Other","Regular school","No","57","No"
"2012","090192001192","DR. RAMON E. BETANCES EARLY READING LAB SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","323","No"
"2012","090192001616","DR. RAMON E. BETANCES STEM MAGNET SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Middle","Regular school","No","87","Yes"
"2012","090192000366","ENVIRONMENTAL SCIENCES MAGNET SCHOOL AT MARY M HOO","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","570","Yes"
"2012","090192000636","EXPEDITIONARY LEARNING ACADEMY AT MOYLAN SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","704","No"
"2012","090192001403","GREAT PATH ACADEMY MIDDLE COLLEGE HIGH SCHOOL AT M","CT","HARTFORD SCHOOL DISTRICT","High","Regular school","No","274","Yes"
"2012","090192001295","HARTFORD MAGNET TRINITY COLLEGE ACADEMY","CT","HARTFORD SCHOOL DISTRICT","Other","Regular school","No","820","Yes"
"2012","090192001552","HIGH SCHOOL INC.","CT","HARTFORD SCHOOL DISTRICT","High","Regular school","No","377","No"
"2012","090192001574","HPHS ACADEMY OF ENGINEERING AND GREEN TECHNOLOGY","CT","HARTFORD SCHOOL DISTRICT","High","Regular school","No","438","No"
"2012","090192001575","HPHS FRESHMEN ACADEMY","CT","HARTFORD SCHOOL DISTRICT","Not applicable","Regular school","No","Not applicable","No"
"2012","090192001576","HPHS LAW AND GOVERNMENT ACADEMY","CT","HARTFORD SCHOOL DISTRICT","High","Regular school","No","533","No"
"2012","090192001559","HPHS NURSING ACADEMY","CT","HARTFORD SCHOOL DISTRICT","High","Regular school","No","489","No"
"2012","090192001535","IB GLOBAL COMMUNICATIONS ACADEMY","CT","HARTFORD SCHOOL DISTRICT","Other","Regular school","No","420","No"
"2012","090192001562","JOURNALISM AND MEDIA HIGH SCHOOL","CT","HARTFORD SCHOOL DISTRICT","High","Regular school","No","195","No"
"2012","090192000368","KENNELLY SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","703","No"
"2012","090192000370","KINSELLA MAGNET SCHOOL OF THE PERFORMING ARTS","CT","HARTFORD SCHOOL DISTRICT","Other","Regular school","No","760","Yes"
"2012","090192000364","M. D. FOX ELEMENTARY SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","533","No"
"2012","090192000369","M. L. KING SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","383","No"
"2012","090192000371","MCDONOUGH EXPEDITIONARY LEARNING SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Middle","Regular school","No","385","No"
"2012","090192000381","MILNER CORE KNOWLEDGE SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","373","No"
"2012","090192001531","MONTESSORI MAGNET SCHOOL AT ANNIE FISHER","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","279","Yes"
"2012","090192000383","NOAH WEBSTER MICRO SOCIETY SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","626","Yes"
"2012","090192001553","OPPORTUNITY HIGH SCHOOL","CT","HARTFORD SCHOOL DISTRICT","High","Regular school","No","110","No"
"2012","090192000373","PARKVILLE COMMUNITY SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","564","No"
"2012","090192001479","PATHWAYS TO TECHNOLOGY MAGNET SCHOOL","CT","HARTFORD SCHOOL DISTRICT","High","Regular school","No","329","Yes"
"2012","090192001582","RENZULLI ACADEMY","CT","HARTFORD SCHOOL DISTRICT","Middle","Regular school","No","121","No"
"2012","090192000026","SANCHEZ SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","494","No"
"2012","090192001589","SARAH J RAWSON MIDDLE GRADES ACADEMY","CT","HARTFORD SCHOOL DISTRICT","Not applicable","Regular school","No","Not applicable","No"
"2012","090192000376","SARAH J. RAWSON ELEMENTARY SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","573","No"
"2012","090192000378","SIMPSON-WAVERLY SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","326","No"
"2012","090192001370","SPORTS AND MEDICAL SCIENCES ACADEMY","CT","HARTFORD SCHOOL DISTRICT","Other","Regular school","No","692","Yes"
"2012","090192000362","STEM MAGNET SCHOOL AT ANNIE-FISHER SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","356","Yes"
"2012","090192001381","UNIVERSITY HIGH SCHOOL","CT","HARTFORD SCHOOL DISTRICT","High","Regular school","No","403","Yes"
"2012","090192000384","WEST MIDDLE SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","637","No"
"2012","090192000385","WISH SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","392","No"
"2011","090192000377","AMERICAS CHOICE AT SAND","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","471","No"
"2011","090192000360","ASIAN STUDIES SCHOOL AT DWIGHT/BELIZZI SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","450","No"
"2011","090192000355","BATCHELDER SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","565","No"
"2011","090192001534","BREAKTHROUGH II","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","171","No"
"2011","090192001369","BREAKTHROUGH MAGNET SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","355","Yes"
"2011","090192000356","BULKELEY HIGH SCHOOL LOWER SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Other","Regular school","No","634","No"
"2011","090192001572","BULKELEY HIGH SCHOOL UPPER SCHOOL","CT","HARTFORD SCHOOL DISTRICT","High","Regular school","No","399","No"
"2011","090192000357","BURNS LATINO STUDIES ACADEMY","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","598","No"
"2011","090192000358","BURR SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","810","No"
"2011","090192001435","CAPITAL PREPARATORY MAGNET SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Other","Regular school","No","521","Yes"
"2011","090192000359","CLARK SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","397","No"
"2011","090192001478","CLASSICAL MAGNET SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Other","Regular school","No","714","Yes"
"2011","090192001522","CULINARY ARTS ACADEMY","CT","HARTFORD SCHOOL DISTRICT","High","Regular school","No","297","No"
"2011","090192000372","DR. JAMES H NAYLOR/CCSU LEADERSHIP ACADEMY","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","706","No"
"2011","090192000006","DR. JOSEPH BELLIZZI MIDDLE SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Middle","Regular school","No","146","No"
"2011","090192001192","DR. RAMON E. BETANCES EARLY READING LAB SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","315","No"
"2011","090192000366","ENVIRONMENTAL SCIENCES MAGNET SCHOOL AT MARY M HOO","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","358","Yes"
"2011","090192000636","EXPEDITIONARY LEARNING ACADEMY AT MOYLAN SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","750","No"
"2011","090192001295","HARTFORD MAGNET TRINITY COLLEGE ACADEMY","CT","HARTFORD SCHOOL DISTRICT","Middle","Regular school","No","715","Yes"
"2011","090192001552","HIGH SCHOOL INC.","CT","HARTFORD SCHOOL DISTRICT","High","Regular school","No","324","No"
"2011","090192001574","HPHS ACADEMY OF ENGINEERING AND GREEN TECHNOLOGY","CT","HARTFORD SCHOOL DISTRICT","High","Regular school","No","433","No"
"2011","090192001575","HPHS FRESHMEN ACADEMY","CT","HARTFORD SCHOOL DISTRICT","Other","Regular school","No","221","No"
"2011","090192001576","HPHS LAW AND GOVERNMENT ACADEMY","CT","HARTFORD SCHOOL DISTRICT","High","Regular school","No","397","No"
"2011","090192001559","HPHS NURSING ACADEMY","CT","HARTFORD SCHOOL DISTRICT","High","Regular school","No","378","No"
"2011","090192001535","IB GLOBAL COMMUNICATIONS ACADEMY","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","417","No"
"2011","090192001562","JOURNALISM AND MEDIA HIGH SCHOOL","CT","HARTFORD SCHOOL DISTRICT","High","Regular school","No","317","No"
"2011","090192000368","KENNELLY SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","799","No"
"2011","090192000370","KINSELLA MAGNET SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","690","Yes"
"2011","090192000364","M. D. FOX COMPACT SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","Suppressed data","No"
"2011","090192000369","M. L. KING SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","407","No"
"2011","090192000371","MCDONOUGH EXPEDITIONARY LEARNING SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Middle","Regular school","No","453","No"
"2011","090192000381","MILNER CORE KNOWLEDGE SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","423","No"
"2011","090192001531","MONTESSORI AT FISHER SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","240","Yes"
"2011","090192000383","NOAH WEBSTER MICRO SOCIETY SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","582","Yes"
"2011","090192001553","OPPORTUNITY HIGH SCHOOL","CT","HARTFORD SCHOOL DISTRICT","High","Regular school","No","116","No"
"2011","090192000373","PARKVILLE COMMUNITY SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","535","No"
"2011","090192001479","PATHWAYS TO TECHNOLOGY MAGNET SCHOOL","CT","HARTFORD SCHOOL DISTRICT","High","Regular school","No","327","Yes"
"2011","090192001582","RENZULLI ACADEMY","CT","HARTFORD SCHOOL DISTRICT","Middle","Regular school","No","105","No"
"2011","090192000026","SANCHEZ SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","469","No"
"2011","090192001589","SARAH J RAWSON MIDDLE GRADES ACADEMY","CT","HARTFORD SCHOOL DISTRICT","Middle","Regular school","No","202","No"
"2011","090192000376","SARAH J. RAWSON ELEMENTARY SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","452","No"
"2011","090192000378","SIMPSON-WAVERLY SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","347","Yes"
"2011","090192001370","SPORTS AND MEDICAL SCIENCES ACADEMY","CT","HARTFORD SCHOOL DISTRICT","Other","Regular school","No","637","Yes"
"2011","090192000362","STEM MAGNET SCHOOL AT ANNIE-FISHER SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","344","Yes"
"2011","090192001381","UNIVERSITY HIGH SCHOOL","CT","HARTFORD SCHOOL DISTRICT","High","Regular school","No","389","Yes"
"2011","090192000382","WEAVER HIGH SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Not applicable","Regular school","No","Not applicable","No"
"2011","090192000384","WEST MIDDLE SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","658","No"
"2011","090192000385","WISH SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","392","No"
"2010","090192000377","AMERICAS CHOICE AT SAND","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","463","No"
"2010","090192001531","ANNIE FISHER MONTESSORI MAGNET SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","198","Yes"
"2010","090192000360","ASIAN STUDIES SCHOOL AT DWIGHT/BELIZZI SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","339","No"
"2010","090192000355","BATCHELDER SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","589","No"
"2010","090192001534","BREAKTHROUGH II","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","143","No"
"2010","090192001369","BREAKTHROUGH MAGNET SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","352","Yes"
"2010","090192000356","BULKELEY HIGH SCHOOL LOWER SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Other","Regular school","No","675","No"
"2010","090192001572","BULKELEY HIGH SCHOOL UPPER SCHOOL","CT","HARTFORD SCHOOL DISTRICT","High","Regular school","No","500","No"
"2010","090192000357","BURNS LATINO STUDIES ACADEMY","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","666","No"
"2010","090192000358","BURR SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","707","No"
"2010","090192001435","CAPITAL PREPARATORY MAGNET SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Other","Regular school","No","336","Yes"
"2010","090192000359","CLARK SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","384","No"
"2010","090192001478","CLASSICAL MAGNET SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Other","Regular school","No","710","Yes"
"2010","090192001522","CULINARY ARTS ACADEMY","CT","HARTFORD SCHOOL DISTRICT","High","Regular school","No","246","No"
"2010","090192000006","DR. JOSEPH BELLIZZI MIDDLE SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Middle","Regular school","No","296","No"
"2010","090192001192","DR. RAMON E. BETANCES EARLY READING LAB SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","311","No"
"2010","090192001295","HARTFORD MAGNET MIDDLE SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Middle","Regular school","No","611","Yes"
"2010","090192001552","HIGH SCHOOL INC.","CT","HARTFORD SCHOOL DISTRICT","Other","Regular school","No","265","No"
"2010","090192000366","HOOKER SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","275","No"
"2010","090192001574","HPHS ACADEMY OF ENGINEERING AND GREEN TECHNOLOGY","CT","HARTFORD SCHOOL DISTRICT","High","Regular school","No","395","No"
"2010","090192001575","HPHS FRESHMEN ACADEMY","CT","HARTFORD SCHOOL DISTRICT","Other","Regular school","No","320","No"
"2010","090192001576","HPHS LAW AND GOVERNMENT ACADEMY","CT","HARTFORD SCHOOL DISTRICT","High","Regular school","No","386","No"
"2010","090192001559","HPHS NURSING ACADEMY","CT","HARTFORD SCHOOL DISTRICT","High","Regular school","No","387","No"
"2010","090192001535","IB GLOBAL COMMUNICATIONS ACADEMY","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","373","No"
"2010","090192001562","JOURNALISM AND MEDIA HIGH SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Other","Regular school","No","232","No"
"2010","090192000368","KENNELLY SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","783","No"
"2010","090192000370","KINSELLA MAGNET SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","663","Yes"
"2010","090192000364","M. D. FOX COMPACT SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","848","No"
"2010","090192000369","M. L. KING SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","469","No"
"2010","090192000371","MCDONOUGH SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","422","No"
"2010","090192000381","MILNER CORE KNOWLEDGE SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","412","No"
"2010","090192000636","MOYLAN SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","682","No"
"2010","090192000372","NAYLOR SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","703","No"
"2010","090192000383","NOAH WEBSTER MICRO SOCIETY SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","592","Yes"
"2010","090192001553","OPPORTUNITY HIGH SCHOOL","CT","HARTFORD SCHOOL DISTRICT","High","Regular school","No","123","No"
"2010","090192000373","PARKVILLE COMMUNITY SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","516","No"
"2010","090192001479","PATHWAYS TO TECHNOLOGY MAGNET SCHOOL","CT","HARTFORD SCHOOL DISTRICT","High","Regular school","No","355","Yes"
"2010","090192000375","QUIRK MIDDLE SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Not applicable","Regular school","No","Not applicable","No"
"2010","090192001582","RENZULLI ACADEMY","CT","HARTFORD SCHOOL DISTRICT","Middle","Regular school","No","57","No"
"2010","090192000026","SANCHEZ SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","492","No"
"2010","090192001589","SARAH J RAWSON MIDDLE GRADES ACADEMY","CT","HARTFORD SCHOOL DISTRICT","Middle","Regular school","No","188","No"
"2010","090192000376","SARAH J. RAWSON ELEMENTARY SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","463","No"
"2010","090192000378","SIMPSON-WAVERLY SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","362","Yes"
"2010","090192001370","SPORTS AND MEDICAL SCIENCES ACADEMY","CT","HARTFORD SCHOOL DISTRICT","Other","Regular school","No","672","Yes"
"2010","090192000362","STEM MAGNET SCHOOL AT ANNIE-FISHER SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","329","Yes"
"2010","090192001381","UNIVERSITY HIGH SCHOOL","CT","HARTFORD SCHOOL DISTRICT","High","Regular school","No","406","Yes"
"2010","090192000382","WEAVER HIGH SCHOOL","CT","HARTFORD SCHOOL DISTRICT","High","Regular school","No","157","No"
"2010","090192000384","WEST MIDDLE SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","690","No"
"2010","090192000385","WISH SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","444","No"
"2009","090192001531","ANNIE FISHER MONTESSORI MAGNET SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","149","Yes"
"2009","090192000362","ANNIE-FISHER MULTIPLE INTELLIGENCE M","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","253","No"
"2009","090192000355","BATCHELDER SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","568","No"
"2009","090192001534","BREAKTHROUGH II","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","129","No"
"2009","090192001369","BREAKTHROUGH MAGNET SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","352","Yes"
"2009","090192001572","BULKELEY HIGH SCHOOL UPPER SCHOOL","CT","HARTFORD SCHOOL DISTRICT","High","Regular school","No","571","No"
"2009","090192000356","BULKELEY HIGH SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Other","Regular school","No","767","No"
"2009","090192000357","BURNS SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","584","No"
"2009","090192000358","BURR SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","625","No"
"2009","090192001435","CAPITOL PREPARATORY MAGNET SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Other","Regular school","No","276","Yes"
"2009","090192000359","CLARK SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","416","No"
"2009","090192001522","CULINARY ARTS ACADEMY","CT","HARTFORD SCHOOL DISTRICT","High","Regular school","No","266","No"
"2009","090192000006","DR. JOSEPH BELIZZI MIDDLE SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Middle","Regular school","No","436","No"
"2009","090192001192","DR. RAMON E. BETANCES SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","345","No"
"2009","090192000360","DWIGHT SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","328","No"
"2009","090192000363","FOX MIDDLE SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Not applicable","Regular school","No","Not applicable","No"
"2009","090192001478","GREATER HARTFORD CLASSICAL MAGNET SC","CT","HARTFORD SCHOOL DISTRICT","Other","Regular school","No","715","Yes"
"2009","090192001295","HARTFORD MAGNET MIDDLE SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Middle","Regular school","No","611","Yes"
"2009","090192000365","HARTFORD PUBLIC HIGH SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Not applicable","Regular school","No","Not applicable","No"
"2009","090192001552","HIGH SCHOOL INC.","CT","HARTFORD SCHOOL DISTRICT","Other","Regular school","No","197","No"
"2009","090192000366","HOOKER SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","345","No"
"2009","090192001574","HPHS ACADEMY OF ENGINEERING AND GREEN TECHNOLOGY","CT","HARTFORD SCHOOL DISTRICT","High","Regular school","No","378","No"
"2009","090192001575","HPHS FRESHMEN ACADEMY","CT","HARTFORD SCHOOL DISTRICT","Other","Regular school","No","373","No"
"2009","090192001576","HPHS LAW AND GOVERNMENT ACADEMY","CT","HARTFORD SCHOOL DISTRICT","High","Regular school","No","371","No"
"2009","090192001559","HPHS NURSING ACADEMY","CT","HARTFORD SCHOOL DISTRICT","High","Regular school","No","394","No"
"2009","090192001535","IB GLOBAL COMMUNICATIONS ACADEMY","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","376","No"
"2009","090192001562","JOURNALISM AND MEDIA HIGH SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Other","Regular school","No","166","No"
"2009","090192000368","KENNELLY SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","795","No"
